PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Aderem, A								Systems biology: Its practice and challenges								CELL				121	4			511	513		10.1016/j.cell.2005.04.020			MAY 20 2005	2005																		0092-8674			WOS:000229331200008	15907465	
J	Allen, TE; Herrgard, MJ; Liu, MZ; Qiu, Y; Glasner, JD; Blattner, FR; Palsson, BO								Genome-scale analysis of the uses of the Escherichia coli genome: Model-driven analysis of heterogeneous data sets								JOURNAL OF BACTERIOLOGY				185	21			6392	6399		10.1128/JB.185.21.639206399.2003			NOV 2003	2003																		0021-9193			WOS:000186037600019	14563874	
J	Bar-Joseph, Z; Gerber, GK; Lee, TI; Rinaldi, NJ; Yoo, JY; Robert, F; Gordon, DB; Fraenkel, E; Jaakkola, TS; Young, RA; Gifford, DK				Robert, Francois/D-2316-2012; Young, Richard/F-6495-2012	Young, Richard/0000-0001-8855-8647; Fraenkel, Ernest/0000-0001-9249-8181; Bar-Joseph, Ziv/0000-0003-3430-6051			Computational discovery of gene modules and regulatory networks								NATURE BIOTECHNOLOGY				21	11			1337	1342		10.1038/nbt890			NOV 2003	2003																		1087-0156			WOS:000186320000035	14555958	
J	Basso, K; Margolin, AA; Stolovitzky, G; Klein, U; Dalla-Favera, R; Califano, A				Califano, Andrea/F-7239-2012				Reverse engineering of regulatory networks in human B cells								NATURE GENETICS				37	4			382	390		10.1038/ng1532			APR 2005	2005																		1061-4036	1546-1718		WOS:000228040000021	15778709	
J	Beer, MA; Tavazoie, S								Predicting gene expression from sequence								CELL				117	2			185	198		10.1016/S0092-8674(04)00304-6			APR 16 2004	2004																		0092-8674	1097-4172		WOS:000220913400007	15084257	
J	Bonneau, Richard; Reiss, David J.; Shannon, Paul; Facciotti, Marc; Hood, Leroy; Baliga, Nitin S.; Thorsson, Vesteinn								The Inferelator: an algorithm for learning parsimonious regulatory networks from systems-biology data sets de novo								GENOME BIOLOGY				7	5					R36	10.1186/gb-2006-7-5-r36			2006	2006																		1474-760X			WOS:000238712900011	16686963	
J	Bonomo, J; Gill, RT								Amino acid content of recombinant proteins influences the metabolic burden response								BIOTECHNOLOGY AND BIOENGINEERING				90	1			116	126		10.1002/bit.20436			APR 5 2005	2005																		0006-3592			WOS:000227843800013	15736162	
J	Braun, V; Braun, M								Iron transport and signaling in Escherichia coli								FEBS LETTERS				529	1			78	85	PII S0014-5793(02)03185-X	10.1016/S0014-5793(02)03185-X			OCT 2 2002	2002																		0014-5793			WOS:000178468300015	12354617	
J	Brokx, SJ; Ellison, M; Locke, T; Bottorff, D; Frost, L; Weiner, JH				Frost, Laura/A-2639-2014	Frost, Laura/0000-0002-8433-8230			Genome-wide analysis of lipoprotein expression in Escherichia coli MG1655								JOURNAL OF BACTERIOLOGY				186	10			3254	3258		10.1128/JB.186.10.3254-3258.2004			MAY 2004	2004																		0021-9193			WOS:000221310400040	15126489	
J	Butte, A J; Kohane, I S								Mutual information relevance networks: functional genomic clustering using pairwise entropy measurements.								Pacific Symposium on Biocomputing. Pacific Symposium on Biocomputing								418	29					2000	2000																		2335-6936			MEDLINE:10902190	10902190	
