PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Aguiar, RCT; Yakushijin, Y; Kharbanda, S; Salgia, R; Fletcher, JA; Shipp, MA								BAL is a novel risk-related gene in diffuse large B-cell lymphomas that enhances cellular migration								BLOOD				96	13			4328	4334					DEC 15 2000	2000																		0006-4971			WOS:000165709500042	11110709	
J	Alizadeh, AA; Eisen, MB; Davis, RE; Ma, C; Lossos, IS; Rosenwald, A; Boldrick, JG; Sabet, H; Tran, T; Yu, X; Powell, JI; Yang, LM; Marti, GE; Moore, T; Hudson, J; Lu, LS; Lewis, DB; Tibshirani, R; Sherlock, G; Chan, WC; Greiner, TC; Weisenburger, DD; Armitage, JO; Warnke, R; Levy, R; Wilson, W; Grever, MR; Byrd, JC; Botstein, D; Brown, PO; Staudt, LM				Sherlock, Gavin/B-1831-2009; Sherlock, Gavin/E-9110-2012	Alizadeh, Arash Ash/0000-0002-5153-5625; Sherlock, Gavin/0000-0002-1692-4983			Distinct types of diffuse large B-cell lymphoma identified by gene expression profiling								NATURE				403	6769			503	511		10.1038/35000501			FEB 3 2000	2000																		0028-0836			WOS:000085227300039	10676951	
J	Ambrosini, G; Adida, C; Altieri, DC				Ain, Kenneth/A-5179-2012	Ain, Kenneth/0000-0002-2668-934X			A novel anti-apoptosis gene, survivin, expressed in cancer and lymphoma								NATURE MEDICINE				3	8			917	921		10.1038/nm0897-917			AUG 1997	1997																		1078-8956			WOS:A1997XP01400037	9256286	
J	Brenner, C; Kroemer, G				Kroemer, Guido/B-4263-2013				Apoptosis - Mitochondria - the death signal integrators								SCIENCE				289	5482			1150	1151		10.1126/science.289.5482.1150			AUG 18 2000	2000																		0036-8075			WOS:000088866600026	10970229	
J	Chan, WC; Armitage, JO; Gascoyne, R; Connors, J; Close, P; Jacobs, P; Norton, A; Lister, TA; Pedrinis, E; Cavalli, F; Berger, F; Coiffier, B; Ho, F; Liang, R; Schauer, A; Hiddemann, W; Diebold, J; MacLennan, KA; MullerHermelink, HK; Nathwani, BN; Weisenburger, DD; Harris, NL; Anderson, JR; Roy, P				Liang, Raymond/C-4346-2009				A clinical evaluation of the International Lymphoma Study Group classification of non-Hodgkin's lymphoma								BLOOD				89	11			3909	3918					JUN 1 1997	1997																		0006-4971			WOS:A1997XD37900002		
J	CLEARY, ML; MEEKER, TC; LEVY, S; LEE, E; TRELA, M; SKLAR, J; LEVY, R								CLUSTERING OF EXTENSIVE SOMATIC MUTATIONS IN THE VARIABLE REGION OF AN IMMUNOGLOBULIN HEAVY-CHAIN GENE FROM A HUMAN B-CELL LYMPHOMA								CELL				44	1			97	106		10.1016/0092-8674(86)90488-5			JAN 1986	1986																		0092-8674			WOS:A1986AYV3400011	3079673	
J	Eisen, MB; Spellman, PT; Brown, PO; Botstein, D					Eisen, Michael/0000-0002-7528-738X			Cluster analysis and display of genome-wide expression patterns								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				95	25			14863	14868		10.1073/pnas.95.25.14863			DEC 8 1998	1998																		0027-8424			WOS:000077436700051	9843981	
J	Finger, LR; Pu, JY; Wasserman, R; Vibhakar, R; Louie, E; Hardy, RR; Burrows, PD; Billips, LG					Pu, Jeffrey/0000-0001-7498-3159			The human PD-1 gene: complete cDNA, genomic organization, and developmentally regulated expression in B cell progenitors								GENE				197	1-2			177	187		10.1016/S0378-1119(97)00260-6			SEP 15 1997	1997																		0378-1119			WOS:A1997XX86600022	9332365	
J	Gascoyne, RD; Adomat, SA; Krajewski, S; Krajewska, M; Horsman, DE; Tolcher, AW; OReilly, SE; Hoskins, P; Coldman, AJ; Reed, JC; Connors, JM								Prognostic significance of Bcl-2 protein expression and bcl-2 gene rearrangement in diffuse aggressive non-Hodgkin's lymphoma								BLOOD				90	1			244	251					JUL 1 1997	1997																		0006-4971			WOS:A1997XH42800029	9207459	
J	Golub, TR; Slonim, DK; Tamayo, P; Huard, C; Gaasenbeek, M; Mesirov, JP; Coller, H; Loh, ML; Downing, JR; Caligiuri, MA; Bloomfield, CD; Lander, ES								Molecular classification of cancer: Class discovery and class prediction by gene expression monitoring								SCIENCE				286	5439			531	537		10.1126/science.286.5439.531			OCT 15 1999	1999																		0036-8075			WOS:000083121200061	10521349	
J	Ilangumaran, S; Borisch, B; Hoessli, DC								Signal transduction via CD44: Role of plasma membrane microdomains								LEUKEMIA & LYMPHOMA				35	5-6			455	469		10.1080/10428199909169610			NOV 1999	1999																		1042-8194			WOS:000084235300004	10609783	
J	Kim, DH; Lerner, A								Type 4 cyclic adenosine monophosphate phosphodiesterase as a therapeutic target in chronic lymphocytic leukemia								BLOOD				92	7			2484	2494					OCT 1 1998	1998																		0006-4971			WOS:000076115300034	9746789	
J	King, LB; Norvell, A; Monroe, JG								Antigen receptor-induced signal transduction imbalances associated with the negative selection of immature B cells								JOURNAL OF IMMUNOLOGY				162	5			2655	2662					MAR 1 1999	1999																		0022-1767			WOS:000078699000028	10072508	
