PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	ALLISON, LA; MOYLE, M; SHALES, M; INGLES, CJ								EXTENSIVE HOMOLOGY AMONG THE LARGEST SUBUNITS OF EUKARYOTIC AND PROKARYOTIC RNA-POLYMERASES								CELL				42	2			599	610		10.1016/0092-8674(85)90117-5			1985	1985																		0092-8674			WOS:A1985ARJ9000024	3896517	
J	Aravind, L								The BED finger, a novel DNA-binding domain in chromatin-boundary-element-binding proteins and transposases								TRENDS IN BIOCHEMICAL SCIENCES				25	9			421	423		10.1016/S0968-0004(00)01620-0			SEP 2000	2000																		0968-0004			WOS:000089531800005	10973053	
J	Barabasi, AL; Albert, R				Albert, Reka/E-2195-2011	Albert, Reka/0000-0002-9485-0828			Emergence of scaling in random networks								SCIENCE				286	5439			509	512		10.1126/science.286.5439.509			OCT 15 1999	1999																		0036-8075			WOS:000083121200054		
J	BRIGATI, C; KURTZ, S; BALDERES, D; VIDALI, G; SHORE, D					SHORE, David/0000-0002-9859-143X			AN ESSENTIAL YEAST GENE ENCODING A TTAGGG REPEAT-BINDING PROTEIN								MOLECULAR AND CELLULAR BIOLOGY				13	2			1306	1314					FEB 1993	1993																		0270-7306	1098-5549		WOS:A1993KH79300062	8423796	
J	Butland, G; Peregrin-Alvarez, JM; Li, J; Yang, WH; Yang, XC; Canadien, V; Starostine, A; Richards, D; Beattie, B; Krogan, N; Davey, M; Parkinson, J; Greenblatt, J; Emili, A				Parkinson, John/A-4424-2008	Parkinson, John/0000-0001-9815-1189; Peregrin-Alvarez, Jose M/0000-0002-7184-832X			Interaction network containing conserved and essential protein complexes in Escherichia coli								NATURE				433	7025			531	537		10.1038/nature03239			FEB 3 2005	2005																		0028-0836			WOS:000226727200051	15690043	
J	Carrozza, MJ; Li, B; Florens, L; Suganuma, T; Swanson, SK; Lee, KK; Shia, WJ; Anderson, S; Yates, J; Washburn, MP; Workman, JL					Florens, Laurence/0000-0002-9310-6650; Washburn, Michael/0000-0001-7568-2585			Histone H3 methylation by Set2 directs deacetylation of coding regions by Rpd3S to suppress spurious intragenic transcription								CELL				123	4			581	592		10.1016/j.cell.2005.10.023			NOV 8 2005	2005																		0092-8674			WOS:000233497400008	16286007	
J	Eissenberg, JC; Ma, JY; Gerber, MA; Christensen, A; Kennison, JA; Shilatifard, A								dELL is an essential RNA polymerase II elongation factor with a general role in development								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				99	15			9894	9899		10.1073/pnas.152193699			JUL 23 2002	2002																		0027-8424			WOS:000177042400054	12096188	
J	Enright, AJ; Van Dongen, S; Ouzounis, CA				Enright, Anton/F-3094-2011; Ouzounis, Christos/G-2302-2010				An efficient algorithm for large-scale detection of protein families								NUCLEIC ACIDS RESEARCH				30	7			1575	1584		10.1093/nar/30.7.1575			APR 1 2002	2002																		0305-1048			WOS:000174654200013	11917018	
J	Fourel, G; Revardel, E; Koering, CE; Gilson, E								Cohabitation of insulators and silencing elements in yeast subtelomeric regions								EMBO JOURNAL				18	9			2522	2537		10.1093/emboj/18.9.2522			MAY 4 1999	1999																		0261-4189			WOS:000080251600021	10228166	
J	Fraser, HB; Wall, DP; Hirsh, AE								A simple dependence between protein evolution rate and the number of protein-protein interactions								BMC EVOLUTIONARY BIOLOGY				3						11	10.1186/1471-2148-3-11			2003	2003																		1471-2148			WOS:000188122100011	12769820	
J	Ghaemmaghami, S; Huh, W; Bower, K; Howson, RW; Belle, A; Dephoure, N; O'Shea, EK; Weissman, JS				Dephoure, Noah/N-7818-2014	Dephoure, Noah/0000-0001-5802-2657			Global analysis of protein expression in yeast								NATURE				425	6959			737	741		10.1038/nature02046			OCT 16 2003	2003																		0028-0836			WOS:000185924500046	14562106	
J	Hampsey, M; Reinberg, D								Tails of intrigue: Phosphorylation of RNA polymerase II mediates histone methylation								CELL				113	4			429	432		10.1016/S0092-8674(03)00360-X			MAY 16 2003	2003																		0092-8674			WOS:000182981500004	12757703	
J	Ho, Y; Gruhler, A; Heilbut, A; Bader, GD; Moore, L; Adams, SL; Millar, A; Taylor, P; Bennett, K; Boutilier, K; Yang, LY; Wolting, C; Donaldson, I; Schandorff, S; Shewnarane, J; Vo, M; Taggart, J; Goudreault, M; Muskat, B; Alfarano, C; Dewar, D; Lin, Z; Michalickova, K; Willems, AR; Sassi, H; Nielsen, PA; Rasmussen, KJ; Andersen, JR; Johansen, LE; Hansen, LH; Jespersen, H; Podtelejnikov, A; Nielsen, E; Crawford, J; Poulsen, V; Sorensen, BD; Matthiesen, J; Hendrickson, RC; Gleeson, F; Pawson, T; Moran, MF; Durocher, D; Mann, M; Hogue, CWV; Figeys, D; Tyers, M				Bader, Gary/C-1176-2009; Hogue, Christopher/B-6726-2008; Heilbut, Adrian/J-9427-2012; Durocher, Daniel/A-7733-2010; Pawson, Tony/E-4578-2013; Donaldson, Ian/A-2867-2009; Mann, Matthias/A-3454-2013	Bader, Gary/0000-0003-0185-8861; Heilbut, Adrian/0000-0002-8169-7967; Durocher, Daniel/0000-0003-3863-8635; Donaldson, Ian/0000-0002-4203-8328; Mann, Matthias/0000-0003-1292-4799			Systematic identification of protein complexes in Saccharomyces cerevisiae by mass spectrometry								NATURE				415	6868			180	183		10.1038/415180a			JAN 10 2002	2002																		0028-0836			WOS:000173159300044	11805837	
