PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Akamatsu, Yufuko; Jasin, Maria								Role for the Mammalian Swi5-Sfr1 Complex in DNA Strand Break Repair through Homologous Recombination								PLOS GENETICS				6	10					e1001160	10.1371/journal.pgen.1001160			OCT 2010	2010																		1553-7390			WOS:000283647800031	20976249	
J	Alkalaeva, EZ; Pisarev, AV; Frolova, LY; Kisselev, LL; Pestova, TV								In vitro reconstitution of eukaryotic translation reveals cooperativity between release factors eRF1 and eRF3								CELL				125	6			1125	1136		10.1016/j.cell.2006.04.035			JUN 16 2006	2006																		0092-8674			WOS:000238602700017	16777602	
J	Arava, Y; Wang, YL; Storey, JD; Liu, CL; Brown, PO; Herschlag, D				Storey, John/B-5282-2011				Genome-wide analysis of mRNA translation profiles in Saccharomyces cerevisiae								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				100	7			3889	3894		10.1073/pnas.0635171100			APR 1 2003	2003																		0027-8424			WOS:000182058400066	12660367	
S							Atkins, JF; Gesteland, RF		Recoding: Expansion of Decoding Rules Enriches Gene Expression								RECODING: EXPANSION OF DECODING RULES ENRICHES GENE EXPRESSION		Nucleic Acids and Molecular Biology		24				1	466		10.1007/978-0-387-89382-2			2010	2010																		0933-1891		978-0-387-89381-5	WOS:000274144100022		
J	Bentley, David R.; Balasubramanian, Shankar; Swerdlow, Harold P.; Smith, Geoffrey P.; Milton, John; Brown, Clive G.; Hall, Kevin P.; Evers, Dirk J.; Barnes, Colin L.; Bignell, Helen R.; Boutell, Jonathan M.; Bryant, Jason; Carter, Richard J.; Cheetham, R. Keira; Cox, Anthony J.; Ellis, Darren J.; Flatbush, Michael R.; Gormley, Niall A.; Humphray, Sean J.; Irving, Leslie J.; Karbelashvili, Mirian S.; Kirk, Scott M.; Li, Heng; Liu, Xiaohai; Maisinger, Klaus S.; Murray, Lisa J.; Obradovic, Bojan; Ost, Tobias; Parkinson, Michael L.; Pratt, Mark R.; Rasolonjatovo, Isabelle M. J.; Reed, Mark T.; Rigatti, Roberto; Rodighiero, Chiara; Ross, Mark T.; Sabot, Andrea; Sankar, Subramanian V.; Scally, Aylwyn; Schroth, Gary P.; Smith, Mark E.; Smith, Vincent P.; Spiridou, Anastassia; Torrance, Peta E.; Tzonev, Svilen S.; Vermaas, Eric H.; Walter, Klaudia; Wu, Xiaolin; Zhang, Lu; Alam, Mohammed D.; Anastasi, Carole; Aniebo, Ify C.; Bailey, David M. D.; Bancarz, Iain R.; Banerjee, Saibal; Barbour, Selena G.; Baybayan, Primo A.; Benoit, Vincent A.; Benson, Kevin F.; Bevis, Claire; Black, Phillip J.; Boodhun, Asha; Brennan, Joe S.; Bridgham, John A.; Brown, Rob C.; Brown, Andrew A.; Buermann, Dale H.; Bundu, Abass A.; Burrows, James C.; Carter, Nigel P.; Castillo, Nestor; Catenazzi, Maria Chiara E.; Chang, Simon; Cooley, R. Neil; Crake, Natasha R.; Dada, Olubunmi O.; Diakoumakos, Konstantinos D.; Dominguez-Fernandez, Belen; Earnshaw, David J.; Egbujor, Ugonna C.; Elmore, David W.; Etchin, Sergey S.; Ewan, Mark R.; Fedurco, Milan; Fraser, Louise J.; Fajardo, Karin V. Fuentes; Furey, W. Scott; George, David; Gietzen, Kimberley J.; Goddard, Colin P.; Golda, George S.; Granieri, Philip A.; Green, David E.; Gustafson, David L.; Hansen, Nancy F.; Harnish, Kevin; Haudenschild, Christian D.; Heyer, Narinder I.; Hims, Matthew M.; Ho, Johnny T.; Horgan, Adrian M.; Hoschler, Katya; Hurwitz, Steve; Ivanov, Denis V.; Johnson, Maria Q.; James, Terena; Jones, T. A. Huw; Kang, Gyoung-Dong; Kerelska, Tzvetana H.; Kersey, Alan D.; Khrebtukova, Irina; Kindwall, Alex P.; Kingsbury, Zoya; Kokko-Gonzales, Paula I.; Kumar, Anil; Laurent, Marc A.; Lawley, Cynthia T.; Lee, Sarah E.; Lee, Xavier; Liao, Arnold K.; Loch, Jennifer A.; Lok, Mitch; Luo, Shujun; Mammen, Radhika M.; Martin, John W.; McCauley, Patrick G.; McNitt, Paul; Mehta, Parul; Moon, Keith W.; Mullens, Joe W.; Newington, Taksina; Ning, Zemin; Ng, Bee Ling; Novo, Sonia M.; O'Neill, Michael J.; Osborne, Mark A.; Osnowski, Andrew; Ostadan, Omead; Paraschos, Lambros L.; Pickering, Lea; Pike, Andrew C.; Pike, Alger C.; Pinkard, D. Chris; Pliskin, Daniel P.; Podhasky, Joe; Quijano, Victor J.; Raczy, Come; Rae, Vicki H.; Rawlings, Stephen R.; Rodriguez, Ana Chiva; Roe, Phyllida M.; Rogers, John; Bacigalupo, Maria C. Rogert; Romanov, Nikolai; Romieu, Anthony; Roth, Rithy K.; Rourke, Natalie J.; Ruediger, Silke T.; Rusman, Eli; Sanches-Kuiper, Raquel M.; Schenker, Martin R.; Seoane, Josefina M.; Shaw, Richard J.; Shiver, Mitch K.; Short, Steven W.; Sizto, Ning L.; Sluis, Johannes P.; Smith, Melanie A.; Sohna, Jean Ernest Sohna; Spence, Eric J.; Stevens, Kim; Sutton, Neil; Szajkowski, Lukasz; Tregidgo, Carolyn L.; Turcatti, Gerardo; vandeVondele, Stephanie; Verhovsky, Yuli; Virk, Selene M.; Wakelin, Suzanne; Walcott, Gregory C.; Wang, Jingwen; Worsley, Graham J.; Yan, Juying; Yau, Ling; Zuerlein, Mike; Rogers, Jane; Mullikin, James C.; Hurles, Matthew E.; McCooke, Nick J.; West, John S.; Oaks, Frank L.; Lundberg, Peter L.; Klenerman, David; Durbin, Richard; Smith, Anthony J.				Balasubramanian, Shankar/C-1671-2009; Li, Heng/D-9344-2011; Sincan, Murat /A-3794-2010; Ning, Zemin/D-2411-2013	Li, Heng/0000-0003-4874-2874; Durbin, Richard/0000-0002-9130-1006; Walter, Klaudia/0000-0003-4448-0301; Klenerman, David/0000-0001-7116-6954; Ning, Zemin/0000-0003-4359-776X			Accurate whole human genome sequencing using reversible terminator chemistry								NATURE				456	7218			53	59		10.1038/nature07517			NOV 6 2008	2008																		0028-0836			WOS:000260674000039	18987734	
J	BOSTROM, K; WETTESTEN, M; BOREN, J; BONDJERS, G; WIKLUND, O; OLOFSSON, SO								PULSE-CHASE STUDIES OF THE SYNTHESIS AND INTRACELLULAR-TRANSPORT OF APOLIPOPROTEIN-B-100 IN HEP G2 CELLS								JOURNAL OF BIOLOGICAL CHEMISTRY				261	29			3800	3806					OCT 15 1986	1986																		0021-9258			WOS:A1986E405400064	3020051	
J	Brent, MR								Genome annotation past, present, and future: How to define an ORF at each locus								GENOME RESEARCH				15	12			1777	1786		10.1101/gr3866105			DEC 2005	2005																		1088-9051			WOS:000233921900021	16339376	
J	BROCKDORFF, N; ASHWORTH, A; KAY, GF; MCCABE, VM; NORRIS, DP; COOPER, PJ; SWIFT, S; RASTAN, S								THE PRODUCT OF THE MOUSE XIST GENE IS A 15 KB INACTIVE X-SPECIFIC TRANSCRIPT CONTAINING NO CONSERVED ORF AND LOCATED IN THE NUCLEUS								CELL				71	3			515	526		10.1016/0092-8674(92)90519-I			OCT 30 1992	1992																		0092-8674			WOS:A1992JW43500016	1423610	
J	Calfon, M; Zeng, HQ; Urano, F; Till, JH; Hubbard, SR; Harding, HP; Clark, SG; Ron, D								IRE1 couples endoplasmic reticulum load to secretory capacity by processing the XBP-1 mRNA								NATURE				415	6867			92	96		10.1038/415092a			JAN 3 2002	2002																		0028-0836			WOS:000173028800047	11780124	
J	Calvo, Sarah E.; Pagliarini, David J.; Mootha, Vamsi K.					Pagliarini, Dave/0000-0002-0001-0087			Upstream open reading frames cause widespread reduction of protein expression and are polymorphic among humans								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				106	18			7507	7512		10.1073/pnas.0810916106			MAY 5 2009	2009																		0027-8424			WOS:000265783600045	19372376	
J	Chi, Sung Wook; Zang, Julie B.; Mele, Aldo; Darnell, Robert B.				Darnell, Robert/B-9022-2008	Darnell, Robert/0000-0002-5134-8088			Argonaute HITS-CLIP decodes microRNA-mRNA interaction maps								NATURE				460	7254			479	486		10.1038/nature08170			JUL 23 2009	2009																		0028-0836			WOS:000268257000031	19536157	
J	Clemson, Christine M.; Hutchinson, John N.; Sara, Sergio A.; Ensminger, Alexander W.; Fox, Archa H.; Chess, Andrew; Lawrence, Jeanne B.				Fox, Archa/H-9219-2014	Fox, Archa/0000-0003-1962-270X			An Architectural Role for a Nuclear Noncoding RNA: NEAT1 RNA Is Essential for the Structure of Paraspeckles								MOLECULAR CELL				33	6			717	726		10.1016/j.molcel.2009.01.026			MAR 27 2009	2009																		1097-2765			WOS:000264714000009	19217333	
J	Darnell, Jennifer C.; Van Driesche, Sarah J.; Zhang, Chaolin; Hung, Ka Ying Sharon; Mele, Aldo; Fraser, Claire E.; Stone, Elizabeth F.; Chen, Cynthia; Fak, John J.; Chi, Sung Wook; Licatalosi, Donny D.; Richter, Joel D.; Darnell, Robert B.				Darnell, Robert/B-9022-2008	Darnell, Robert/0000-0002-5134-8088			FMRP Stalls Ribosomal Translocation on mRNAs Linked to Synaptic Function and Autism								CELL				146	2			247	261		10.1016/j.cell.2011.06.013			JUL 22 2011	2011																		0092-8674			WOS:000293013000008	21784246	
J	Di Cristofano, A; Pesce, B; Cordon-Cardo, C; Pandolfi, PP				Di Cristofano, Antonio/B-4148-2016				Pten is essential for embryonic development and tumour suppression								NATURE GENETICS				19	4			348	355					AUG 1998	1998																		1061-4036			WOS:000075107600017	9697695	
J	dos Reis, M; Savva, R; Wernisch, L				dos Reis, Mario/B-4938-2009	dos Reis, Mario/0000-0001-9514-3976			Solving the riddle of codon usage preferences: a test for translational selection								NUCLEIC ACIDS RESEARCH				32	17			5036	5044		10.1093/nar/gkh834			2004	2004																		0305-1048			WOS:000224355400014	15448185	
J	FRESNO, M; JIMENEZ, A; VAZQUEZ, D								INHIBITION OF TRANSLATION IN EUKARYOTIC SYSTEMS BY HARRINGTONINE								EUROPEAN JOURNAL OF BIOCHEMISTRY				72	2			323	330		10.1111/j.1432-1033.1977.tb11256.x			1977	1977																		0014-2956			WOS:A1977CU37400015	319998	
J	Guo, Huili; Ingolia, Nicholas T.; Weissman, Jonathan S.; Bartel, David P.								Mammalian microRNAs predominantly act to decrease target mRNA levels								NATURE				466	7308			835	U66		10.1038/nature09267			AUG 12 2010	2010																		0028-0836	1476-4687		WOS:000280766100029	20703300	
J	Guttman, Mitchell; Donaghey, Julie; Carey, Bryce W.; Garber, Manuel; Grenier, Jennifer K.; Munson, Glen; Young, Geneva; Lucas, Anne Bergstrom; Ach, Robert; Bruhn, Laurakay; Yang, Xiaoping; Amit, Ido; Meissner, Alexander; Regev, Aviv; Rinn, John L.; Root, David E.; Lander, Eric S.								lincRNAs act in the circuitry controlling pluripotency and differentiation								NATURE				477	7364			295	U60		10.1038/nature10398			SEP 15 2011	2011																		0028-0836			WOS:000294852400023	21874018	
J	Guttman, Mitchell; Amit, Ido; Garber, Manuel; French, Courtney; Lin, Michael F.; Feldser, David; Huarte, Maite; Zuk, Or; Carey, Bryce W.; Cassady, John P.; Cabili, Moran N.; Jaenisch, Rudolf; Mikkelsen, Tarjei S.; Jacks, Tyler; Hacohen, Nir; Bernstein, Bradley E.; Kellis, Manolis; Regev, Aviv; Rinn, John L.; Lander, Eric S.				Phelps, Steve/H-2263-2011; Mikkelsen, Tarjei/A-1306-2007; Huarte, Maite/J-6903-2014	Mikkelsen, Tarjei/0000-0002-8133-3135; Huarte, Maite/0000-0003-3753-6493			Chromatin signature reveals over a thousand highly conserved large non-coding RNAs in mammals								NATURE				458	7235			223	227		10.1038/nature07672			MAR 12 2009	2009																		0028-0836	1476-4687		WOS:000264059700048	19182780	
J	Guttman, Mitchell; Garber, Manuel; Levin, Joshua Z.; Donaghey, Julie; Robinson, James; Adiconis, Xian; Fan, Lin; Koziol, Magdalena J.; Gnirke, Andreas; Nusbaum, Chad; Rinn, John L.; Lander, Eric S.; Regev, Aviv					Koziol, Magdalena/0000-0002-4123-4343			Ab initio reconstruction of cell type-specific transcriptomes in mouse reveals the conserved multi-exonic structure of lincRNAs								NATURE BIOTECHNOLOGY				28	5			503	U166		10.1038/nbt.1633			MAY 2010	2010																		1087-0156	1546-1696		WOS:000277452700031	20436462	
J	Hamilton, TL; Stoneley, M; Bushell, M								TOPs and their regulation								BIOCHEMICAL SOCIETY TRANSACTIONS				34				12	16					FEB 2006	2006						Translation UK MeetingTranslation UK Meeting	JUL 21-23, 2005JUL 21-23, 2005	Biochem SocBiochem Soc	Glasgow, SCOTLANDGlasgow, SCOTLAND									0300-5127	1470-8752		WOS:000235265500003	16246169	
J	HANN, SR; KING, MW; BENTLEY, DL; ANDERSON, CW; EISENMAN, RN								A NON-AUG TRANSLATIONAL INITIATION IN C-MYC EXON-1 GENERATES AN N-TERMINALLY DISTINCT PROTEIN WHOSE SYNTHESIS IS DISRUPTED IN BURKITTS LYMPHOMAS								CELL				52	2			185	195		10.1016/0092-8674(88)90507-7			JAN 29 1988	1988																		0092-8674			WOS:A1988L952200007	3277717	
J	Hansen, MB; Mitchelmore, C; Kjaerulff, KM; Rasmussen, TE; Pedersen, KM; Jensen, NA					Mitchelmore, Cathy/0000-0001-7292-8252			Mouse Atf5: Molecular cloning of two novel mRNAs, genomic organization, and odorant sensory neuron localization								GENOMICS				80	3			344	350		10.1006/geno.2002.6838			SEP 2002	2002																		0888-7543			WOS:000177774200014	12213205	
J	Hassan, Ali S.; Hou, Juan; Wei, Wei; Hoodless, Pamela A.					Hoodless, Pamela/0000-0003-1371-0725			Expression of two novel transcripts in the mouse definitive endoderm								GENE EXPRESSION PATTERNS				10	2-3			127	134		10.1016/j.gep.2010.02.001			FEB-MAR 2010	2010																		1567-133X			WOS:000277534300007	20153842	
J	Hsu, F; Kent, WJ; Clawson, H; Kuhn, RM; Diekhans, M; Haussler, D								The UCSC Known Genes								BIOINFORMATICS				22	9			1036	1046		10.1093/bioinformatics/btl048			MAY 1 2006	2006																		1367-4803			WOS:000236997600002	16500937	
J	HUANG, MT								HARRINGTONINE, AN INHIBITOR OF INITIATION OF PROTEIN-BIOSYNTHESIS								MOLECULAR PHARMACOLOGY				11	5			511	519					1975	1975																		0026-895X			WOS:A1975AR67200001	1237080	
J	Hughes, TA				Hughes, Thomas/O-8031-2015	Hughes, Thomas/0000-0003-1169-3386			Regulation of gene expression by alternative untranslated regions								TRENDS IN GENETICS				22	3			119	122		10.1016/j.tig.2006.01.001			MAR 2006	2006																		0168-9525			WOS:000236534100001	16430990	
S	Ingolia, Nicholas T.						Weissman, J; Guthrie, C; Fink, GR		GENOME-WIDE TRANSLATIONAL PROFILING BY RIBOSOME FOOTPRINTING								METHODS IN ENZYMOLOGY, VOL 470: GUIDE TO YEAST GENETICS:: FUNCTIONAL GENOMICS, PROTEOMICS, AND OTHER SYSTEMS ANALYSIS, 2ND EDITION		Methods in Enzymology		470				119	142		10.1016/S0076-6879(10)70006-9			2010	2010																		0076-6879		978-0-12-375172-0	WOS:000275827900006	20946809	
J	Ingolia, Nicholas T.; Ghaemmaghami, Sina; Newman, John R. S.; Weissman, Jonathan S.								Genome-Wide Analysis in Vivo of Translation with Nucleotide Resolution Using Ribosome Profiling								SCIENCE				324	5924			218	223		10.1126/science.1168978			APR 10 2009	2009																		0036-8075			WOS:000265024400037	19213877	
J	IRWIN, B; HECK, JD; HATFIELD, GW								CODON PAIR UTILIZATION BIASES INFLUENCE TRANSLATIONAL ELONGATION STEP TIMES								JOURNAL OF BIOLOGICAL CHEMISTRY				270	39			22801	22806					SEP 29 1995	1995																		0021-9258			WOS:A1995RY05400029	7559409	
