PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Ajay; Walters, WP; Murcko, MA								Can we learn to distinguish between "drug-like" and "nondrug-like" molecules?								JOURNAL OF MEDICINAL CHEMISTRY				41	18			3314	3324		10.1021/jm970666c			AUG 27 1998	1998																		0022-2623			WOS:000075647700003		
J	ANDREWS, PR; CRAIK, DJ; MARTIN, JL				Craik, David/B-1695-2010	Craik, David/0000-0003-0007-6796; Martin, Jennifer L./0000-0002-9225-8863			FUNCTIONAL-GROUP CONTRIBUTIONS TO DRUG RECEPTOR INTERACTIONS								JOURNAL OF MEDICINAL CHEMISTRY				27	12			1648	1657		10.1021/jm00378a021			1984	1984																		0022-2623			WOS:A1984TU86600021	6094812	
J	Barn, D; Caulfield, W; Cowley, P; Dickins, R; Bakker, WI; McGuire, R; Morphy, JR; Rankovic, Z; Thorn, M				McGuire, Ross/P-8855-2015	McGuire, Ross/0000-0003-3404-6456			Design and synthesis of a maximally diverse and druglike screening library using REM resin methodology								JOURNAL OF COMBINATORIAL CHEMISTRY				3	6			534	541		10.1021/cc000096t			NOV-DEC 2001	2001																		1520-4766			WOS:000174084700006	11703148	
J	Bemis, GW; Murcko, MA								Properties of known drugs. 2. Side chains								JOURNAL OF MEDICINAL CHEMISTRY				42	25			5095	5099		10.1021/jm9903996			DEC 16 1999	1999																		0022-2623			WOS:000084307300005	10602694	
J	Bemis, GW; Murcko, MA								The properties of known drugs .1. Molecular frameworks								JOURNAL OF MEDICINAL CHEMISTRY				39	15			2887	2893		10.1021/jm9602928			JUL 19 1996	1996																		0022-2623			WOS:A1996UY27000004	8709122	
J	Borodina, Y; Filimonov, D; Poroikov, V				Poroikov, Vladimir/O-2769-2013	Poroikov, Vladimir/0000-0001-7937-2621			Computer-aided prediction of receptor profile for drug-like compounds								SAR AND QSAR IN ENVIRONMENTAL RESEARCH				13	3-4			433	443		10.1080/10629360290014331			MAY-JUN 2002	2002						Symposium on Computational Methods in Toxicology and Pharmacology Integrating Internet ResourcesSymposium on Computational Methods in Toxicology and Pharmacology Integrating Internet Resources	JUL 11-13, 2001JUL 11-13, 2001	Univ Bordeaux; CTISUniv Bordeaux; CTIS	BORDEAUX, FRANCEBORDEAUX, FRANCE									1062-936X			WOS:000175913900008	12184385	
J	Brustle, M; Beck, B; Schindler, T; King, W; Mitchell, T; Clark, T					Clark, Timothy/0000-0001-7931-4659			Descriptors, physical properties, and drug-likeness								JOURNAL OF MEDICINAL CHEMISTRY				45	16			3345	3355		10.1021/jm011027b			AUG 1 2002	2002																		0022-2623	1520-4804		WOS:000177142800004	12139446	
J	Clark, DE; Pickett, SD				Bell, Tiffany/F-4403-2010				Computational methods for the prediction of 'drug-likeness'								DRUG DISCOVERY TODAY				5	2			49	58		10.1016/S1359-6446(99)01451-8			FEB 2000	2000																		1359-6446			WOS:000085021700005		
J	Clark, DE								Rapid calculation of polar molecular surface area and its application to the prediction of transport phenomena. 1. Prediction of intestinal absorption								JOURNAL OF PHARMACEUTICAL SCIENCES				88	8			807	814		10.1021/js9804011			AUG 1999	1999																		0022-3549			WOS:000082006400013	10430547	
J	Cummins, DJ; Andrews, CW; Bentley, JA; Cory, M								Molecular diversity in chemical databases: Comparison of medicinal chemistry knowledge bases and databases of commercially available compounds								JOURNAL OF CHEMICAL INFORMATION AND COMPUTER SCIENCES				36	4			750	763		10.1021/ci950168h			JUL-AUG 1996	1996						11th ICCCRE Meeting11th ICCCRE Meeting	JUL 17-21, 1995JUL 17-21, 1995		PARIS, FRANCEPARIS, FRANCE									0095-2338			WOS:A1996VA56800020	8768767	
J	Egan, WJ; Merz, KM; Baldwin, JJ								Prediction of drug absorption using multivariate statistics								JOURNAL OF MEDICINAL CHEMISTRY				43	21			3867	3877		10.1021/jm000292e			OCT 19 2000	2000																		0022-2623			WOS:000090111600009	11052792	
J	ENSLEIN, K; GOMBAR, VK; BLAKE, BW								USE OF SAR IN COMPUTER-ASSISTED PREDICTION OF CARCINOGENICITY AND MUTAGENICITY OF CHEMICALS BY THE TOPKAT PROGRAM								MUTATION RESEARCH				305	1			47	61		10.1016/0027-5107(94)90125-2			FEB 1 1994	1994						Symposium on Use of SAR for the Prediction of Rodent CarcinogenicitySymposium on Use of SAR for the Prediction of Rodent Carcinogenicity	NOV, 1992NOV, 1992	PITTSBURGH SCH PUBLIC HLTH; INT COMMISS PROTECT AGAINST ENVIRONM MUTAGENS AND CARCINOGENSPITTSBURGH SCH PUBLIC HLTH; INT COMMISS PROTECT AGAINST ENVIRONM MUTAGENS AND CARCINOGENS	PITTSBURGH, PAPITTSBURGH, PA									0921-8262			WOS:A1994MV71200005	7508547	
J	Frimurer, TM; Bywater, R; Naerum, L; Lauritsen, LN; Brunak, S								Improving the odds in discriminating "Drug-like" from "Non Drug-like" compounds								JOURNAL OF CHEMICAL INFORMATION AND COMPUTER SCIENCES				40	6			1315	1324		10.1021/ci0003810			NOV-DEC 2000	2000																		0095-2338			WOS:000165593700003	11128089	
J	Galvez, J; de Julian-Ortiz, JV; Garcia-Domenech, R								General topological patterns of known drugs								JOURNAL OF MOLECULAR GRAPHICS & MODELLING				20	1	SI		84	94					2001	2001																		1093-3263			WOS:000172270900009		
J	Ghose, AK; Viswanadhan, VN; Wendoloski, JJ								A knowledge-based approach in designing combinatorial or medicinal chemistry libraries for drug discovery. 1. A qualitative and quantitative characterization of known drug databases								JOURNAL OF COMBINATORIAL CHEMISTRY				1	1			55	68		10.1021/cc9800071			JAN 1999	1999																		1520-4766			WOS:000081367300007	10746014	
J	Gillet, VJ; Willett, P; Bradshaw, J; Green, DVS					Gillet, Valerie/0000-0002-8403-3111			Selecting combinatorial libraries to optimize diversity and physical properties								JOURNAL OF CHEMICAL INFORMATION AND COMPUTER SCIENCES				39	1			169	177		10.1021/ci980332b			JAN-FEB 1999	1999																		0095-2338			WOS:000078290600023		
J	Gillet, VJ; Willett, P; Bradshaw, J					Gillet, Valerie/0000-0002-8403-3111			Identification of biological activity profiles using substructural analysis and genetic algorithms								JOURNAL OF CHEMICAL INFORMATION AND COMPUTER SCIENCES				38	2			165	179		10.1021/ci970431+			MAR-APR 1998	1998																		0095-2338			WOS:000072740500010	9538517	
J	Hann, M; Hudson, B; Lewell, X; Lifely, R; Miller, L; Ramsden, N								Strategic pooling of compounds for high-throughput screening								JOURNAL OF CHEMICAL INFORMATION AND COMPUTER SCIENCES				39	5			897	902		10.1021/ci990423o			SEP-OCT 1999	1999																		0095-2338			WOS:000082854900015	10529988	
J	Henkel, T; Brunne, RM; Muller, H; Reichel, F								Statistical investigation into the structural complementarity of natural products and synthetic compounds								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION				38	5			643	647		10.1002/(SICI)1521-3773(19990301)38:5<643::AID-ANIE643>3.0.CO;2-G			1999	1999																		1433-7851			WOS:000079041800007		
J	Kelder, J; Grootenhuis, PDJ; Bayada, DM; Delbressine, LPC; Ploemen, JP								Polar molecular surface as a dominating determinant for oral absorption and brain penetration of drugs								PHARMACEUTICAL RESEARCH				16	10			1514	1519		10.1023/A:1015040217741			OCT 1999	1999																		0724-8741			WOS:000083350400004	10554091	
J	KLOPMAN, G; ROSENKRANZ, HS								APPROACHES TO SAR IN CARCINOGENESIS AND MUTAGENESIS - PREDICTION OF CARCINOGENICITY/MUTAGENICITY USING MULTI-CASE								MUTATION RESEARCH				305	1			33	46		10.1016/0027-5107(94)90124-4			FEB 1 1994	1994						Symposium on Use of SAR for the Prediction of Rodent CarcinogenicitySymposium on Use of SAR for the Prediction of Rodent Carcinogenicity	NOV, 1992NOV, 1992	PITTSBURGH SCH PUBLIC HLTH; INT COMMISS PROTECT AGAINST ENVIRONM MUTAGENS AND CARCINOGENSPITTSBURGH SCH PUBLIC HLTH; INT COMMISS PROTECT AGAINST ENVIRONM MUTAGENS AND CARCINOGENS	PITTSBURGH, PAPITTSBURGH, PA									0921-8262			WOS:A1994MV71200004	7508546	
J	Leach, AR; Bradshaw, J; Green, DVS; Hann, MM; Delany, JJ					Leach, Andrew/0000-0001-8178-0253			Implementation of a system for reagent selection and library enumeration, profiling, and design								JOURNAL OF CHEMICAL INFORMATION AND COMPUTER SCIENCES				39	6			1161	1172		10.1021/ci9904259			NOV-DEC 1999	1999						European Daylight Users MeetingEuropean Daylight Users Meeting	19981998		CAMBRIDGE, ENGLANDCAMBRIDGE, ENGLAND									0095-2338			WOS:000083858200029	10614028	
