PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Aharoni, Asaph; De Vos, C. H. Ric; Verhoeven, Harrie A.; Maliepaard, Chris A.; Kruppa, Gary; Bino, Raoul; Goodenowe, Dayan B.				Maliepaard, Chris/G-6041-2015; De Vos, Ric/F-5012-2017				Nontargeted metabolome analysis by use of fourier transform ion cyclotron mass spectrometry								OMICS A Journal of Integrative Biology				6	3			217	234		10.1089/15362310260256882			2002	2002																		1536-2310			BCI:BCI200200564313	12427274	
J	Allen, J; Davey, HM; Broadhurst, D; Heald, JK; Rowland, JJ; Oliver, SG; Kell, DB				Davey, Hazel/C-9055-2009; Kell, Douglas/E-8318-2011	Kell, Douglas/0000-0001-5838-7963			High-throughput classification of yeast mutants for functional genomics using metabolic footprinting								NATURE BIOTECHNOLOGY				21	6			692	696		10.1038/nbt823			JUN 2003	2003																		1087-0156			WOS:000183220800029	12740584	
J	Dietterich, TG								Approximate statistical tests for comparing supervised classification learning algorithms								NEURAL COMPUTATION				10	7			1895	1923		10.1162/089976698300017197			OCT 1 1998	1998																		0899-7667			WOS:000076056000015		
J	EDELMAN, J; JEFFORD, TG								MECHANISIM OF FRUCTOSAN METABOLISM IN HIGHER PLANTS AS EXEMPLIFIED IN HELIANTHUS TUBEROSUS								NEW PHYTOLOGIST				67	3			517	&		10.1111/j.1469-8137.1968.tb05480.x			1968	1968																		0028-646X			WOS:A1968B752800006		
J	Fiehn, O; Kopka, J; Dormann, P; Altmann, T; Trethewey, RN; Willmitzer, L				Willmitzer, Lothar/F-7377-2011; 陈, 忱/G-8409-2012	Kopka, Joachim/0000-0001-9675-4883			Metabolite profiling for plant functional genomics								NATURE BIOTECHNOLOGY				18	11			1157	1161		10.1038/81137			NOV 2000	2000																		1087-0156			WOS:000165176600019	11062433	
J	Fiehn, O								Metabolomics - the link between genotypes and phenotypes								PLANT MOLECULAR BIOLOGY				48	1-2			155	171		10.1023/A:1013713905833			JAN 2002	2002																		0167-4412			WOS:000173211000011	11860207	
J	Goodacre, R; Timmins, EM; Burton, R; Kaderbhai, N; Woodward, AM; Kell, DB; Rooney, PJ				Kell, Douglas/E-8318-2011; Goodacre, Roy/J-1600-2012	Kell, Douglas/0000-0001-5838-7963; Goodacre, Roy/0000-0003-2230-645X			Rapid identification of urinary tract infection bacteria using hyperspectral whole-organism fingerprinting and artificial neural networks								MICROBIOLOGY-UK				144				1157	1170					MAY 1998	1998																		1350-0872			WOS:000073681800004	9611790	
J	Hellwege, EM; Czapla, S; Jahnke, A; Willmitzer, L; Heyer, AG				Willmitzer, Lothar/F-7377-2011; Heyer, Arnd/O-9828-2015	Heyer, Arnd/0000-0003-2074-3234			Transgenic potato (Solanum tuberosum) tubers synthesize the full spectrum of inulin molecules naturally occurring in globe artichoke (Cynara scolymus) roots								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				97	15			8699	8704		10.1073/pnas.150043797			JUL 18 2000	2000																		0027-8424			WOS:000088273900092	10890908	
J	Kell, DB; Darby, RM; Draper, J				Kell, Douglas/E-8318-2011	Kell, Douglas/0000-0001-5838-7963			Genomic computing. Explanatory analysis of plant expression profiling data using machine learning								PLANT PHYSIOLOGY				126	3			943	951		10.1104/pp.126.3.943			JUL 2001	2001																		0032-0889			WOS:000169884200007	11457944	
J	Kok, EJ; Kuiper, HA				Kok, Esther/B-3919-2013	Kok, Esther/0000-0003-1472-6710			Comparative safety assessment for biotech crops								TRENDS IN BIOTECHNOLOGY				21	10			439	444		10.1016/Sj.tibtech.2003.08.003			OCT 2003	2003																		0167-7799			WOS:000185834000008	14512230	
J	McNemar, Quinn								NOTE ON THE SAMPLING ERROR OF THE DIFFERENCE BETWEEN CORRELATED PROPORTIONS OR PERCENTAGES								PSYCHOMETRIKA				12	2			153	157		10.1007/BF02295996			JUN 1947	1947																		0033-3123			WOS:000203876700008	20254758	
J	Roessner, U; Wagner, C; Kopka, J; Trethewey, RN; Willmitzer, L				Willmitzer, Lothar/F-7377-2011; Roessner, Ute/E-9446-2015	Roessner, Ute/0000-0002-6482-2615; Kopka, Joachim/0000-0001-9675-4883			Simultaneous analysis of metabolites in potato tuber by gas chromatography-mass spectrometry								PLANT JOURNAL				23	1			131	142		10.1046/j.1365-313x.2000.00774.x			JUL 2000	2000																		0960-7412			WOS:000088453900015	10929108	
J	Roessner, U; Willmitzer, L; Fernie, AR				Willmitzer, Lothar/F-7377-2011; Roessner, Ute/E-9446-2015	Roessner, Ute/0000-0002-6482-2615			High-resolution metabolic phenotyping of genetically and environmentally diverse potato tuber systems. Identification of phenocopies								PLANT PHYSIOLOGY				127	3			749	764		10.1104/pp.010316			NOV 2001	2001																		0032-0889			WOS:000172251200010	11706160	
J	Sato, S; Soga, T; Nishioka, T; Tomita, M				Soga, Tomoyoshi/B-8105-2014	Soga, Tomoyoshi/0000-0001-9502-2509			Simultaneous determination of the main metabolites in rice leaves using capillary electrophoresis mass spectrometry and capillary electrophoresis diode array detection								PLANT JOURNAL				40	1			151	163		10.1111/j.1365-313X.2004.02187.x			OCT 2004	2004																		0960-7412			WOS:000223816300014	15361149	
J	Scholz, M; Gatzek, S; Sterling, A; Fiehn, O; Selbig, J					Scholz, Matthias/0000-0003-1414-5924			Metabolite fingerprinting: detecting biological features by independent component analysis								BIOINFORMATICS				20	15			2447	2454		10.1093/bioinformatics/bth270			OCT 12 2004	2004																		1367-4803			WOS:000224481900015	15087312	
J	Sumner, LW; Mendes, P; Dixon, RA				Sumner, Lloyd/A-3270-2013	Sumner, Lloyd/0000-0002-4086-663X; Mendes, Pedro/0000-0001-6507-9168			Plant metabolomics: large-scale phytochemistry in the functional genomics era								PHYTOCHEMISTRY				62	6			817	836		10.1016/S0031-9422(02)00708-2			MAR 2003	2003																		0031-9422			WOS:000181400800002	12590110	
J	Taylor, J; King, RD; Altmann, T; Fiehn, O								Application of metabolomics to plant genotype discrimination using statistics and machine learning								BIOINFORMATICS				18				S241	S248				S	OCT 2002	2002						European Conference on Computational Biology (ECCB 2002)European Conference on Computational Biology (ECCB 2002)	OCT 06-09, 2002OCT 06-09, 2002		SAARBRUCKEN, GERMANYSAARBRUCKEN, GERMANY									1367-4803			WOS:000178836800033	12386008	
J	Ward, JL; Harris, C; Lewis, J; Beale, MH								Assessment of (1)H NMR spectroscopy and multivariate analysis as a technique for metabolite fingerprinting of Arabidopsis thaliana								PHYTOCHEMISTRY				62	6			949	957		10.1016/S0031-9422(02)00705-7			MAR 2003	2003																		0031-9422			WOS:000181400800014	12590122	
J	Weckwerth, W; Loureiro, ME; Wenzel, K; Fiehn, O				Weckwerth, Wolfram/G-5811-2010				Differential metabolic networks unravel the effects of silent plant phenotypes								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				101	20			7809	7814		10.1073/pnas.0303415101			MAY 18 2004	2004																		0027-8424			WOS:000221528100058	15136733	
