PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Ashburner, J; Friston, KJ				Friston, Karl/D-9230-2011; Rohlf, F/A-8710-2008; Ashburner, John/I-3757-2013	Friston, Karl/0000-0001-7984-8909; Ashburner, John/0000-0001-7605-2518			Unified segmentation								NEUROIMAGE				26	3			839	851		10.1016/j.neuroimage.2005.02.018			JUL 1 2005	2005																		1053-8119			WOS:000230211100020	15955494	
J	Ashburner, J; Friston, KJ				Friston, Karl/D-9230-2011; Rohlf, F/A-8710-2008; Ashburner, John/I-3757-2013	Friston, Karl/0000-0001-7984-8909; Ashburner, John/0000-0001-7605-2518			Voxel-based morphometry - The methods								NEUROIMAGE				11	6			805	821		10.1006/nimg.2000.0582			JUN 2000	2000																		1053-8119			WOS:000087963600018	10860804	
J	Barnes, J; Scahill, RI; Boyes, RG; Frost, C; Lewis, EB; Rossor, CL; Rossor, MN; Fox, NC				Fox, Nick/B-1319-2009; Barnes, Josesphine/P-5698-2014	Fox, Nick/0000-0002-6660-657X; 			Differentiating AD from aging using semiautomated measurement of hippocampal atrophy rates								NEUROIMAGE				23	2			574	581		10.1016/j.neuroimage.2004.06.028			OCT 2004	2004																		1053-8119			WOS:000224817100014	15488407	
J	Bickeboller, H; Campion, D; Brice, A; Amouyel, P; Hannequin, D; Didierjean, O; Penet, C; Martin, C; PerezTur, J; Michon, A; Dubois, B; Ledoze, F; ThomasAnterion, C; Pasquier, F; Puel, M; Demonet, JF; Moreaud, O; Babron, MC; Meulien, D; Guez, D; ChartierHarlin, MC; Frebourg, T; Agid, Y; Martinez, M; ClergetDarpoux, F				Demonet, Jean-Francois/E-6725-2010; Martinez, Maria/B-3111-2013	Martinez, Maria/0000-0003-2180-4537; Perez-Tur, Jordi/0000-0002-9111-1712			Apolipoprotein E and Alzheimer disease: Genotype-specific risks by age and sex								AMERICAN JOURNAL OF HUMAN GENETICS				60	2			439	446					FEB 1997	1997																		0002-9297			WOS:A1997WE93100024	9012418	
J	Bigler, ED; Lowry, CM; Anderson, CV; Johnson, SC; Terry, J; Steed, M								Dementia, quantitative neuroimaging, and apolipoprotein E genotype								AMERICAN JOURNAL OF NEURORADIOLOGY				21	10			1857	1867					NOV-DEC 2000	2000																		0195-6108			WOS:000165547500016	11110538	
J	Bozzali, M.; Filippi, M.; Magnani, G.; Cercignani, M.; Franceschi, M.; Schiatti, E.; Castiglioni, S.; Mossini, R.; Falautano, M.; Scotti, G.; Comi, G.; Falini, A.					falini, andrea/0000-0002-1461-8755			The contribution of voxel-based morphometry in staging patients with mild cognitive impairment								NEUROLOGY				67	3			453	460		10.1212/01.wnl.0000228243.56665.c2			AUG 8 2006	2006																		0028-3878			WOS:000239603500018	16894107	
J	BRAAK, H								MORPHOLOGICAL CRITERIA FOR THE RECOGNITION OF ALZHEIMERS-DISEASE AND THE DISTRIBUTION PATTERN OF CORTICAL CHANGES RELATED TO THIS DISORDER								NEUROBIOLOGY OF AGING				15	3			355	356		10.1016/0197-4580(94)90032-9			MAY-JUN 1994	1994																		0197-4580			WOS:A1994NQ03300010	7936061	
J	Craft, S; Teri, L; Edland, SD; Kukull, WA; Schellenberg, G; McCormick, WC; Bowen, JD; Larson, EB								Accelerated decline in apolipoprotein E-epsilon 4 homozygotes with Alzheimer's disease								NEUROLOGY				51	1			149	153					JUL 1998	1998																		0028-3878			WOS:000075151800031	9674794	
J	CRYSTAL, HA; DICKSON, DW; SLIWINSKI, MJ; LIPTON, RB; GROBER, E; MARKSNELSON, H; ANTIS, P					Dickson, Dennis W/0000-0001-7189-7917			PATHOLOGICAL MARKERS ASSOCIATED WITH NORMAL AGING AND DEMENTIA IN THE ELDERLY								ANNALS OF NEUROLOGY				34	4			566	573		10.1002/ana.410340410			OCT 1993	1993																		0364-5134			WOS:A1993MA62400009	8215244	
J	Csernansky, JG; Wang, L; Swank, J; Miller, JP; Gado, M; McKeel, D; Miller, M; Morriss, JC				Wang, Lei/I-7552-2013	Wang, Lei/0000-0003-3870-3388; Miller, J Philip/0000-0003-4568-6846			Preclinical detection of Alzheimer's disease: hippocampal shape and volume predict dementia onset in the elderly								NEUROIMAGE				25	3			783	792		10.1016/j.neuroimage.2004.12.036			APR 15 2005	2005																		1053-8119			WOS:000228383500014	15808979	
J	Davatzikos, C; Ruparel, K; Fan, Y; Shen, DG; Acharyya, M; Loughead, JW; Gur, RC; Langleben, DD				Langleben, Daniel/K-7407-2014	Fan, Yong/0000-0001-9869-4685			Classifying spatial patterns of brain activity with machine learning methods: Application to lie detection								NEUROIMAGE				28	3			663	668		10.1016/j.neuroimage.2005.08.009			NOV 15 2005	2005																		1053-8119			WOS:000233257000013	16169252	
J	EVANS, DA; FUNKENSTEIN, H; ALBERT, MS; SCHERR, PA; COOK, NR; CHOWN, MJ; HEBERT, LE; HENNEKENS, CH; TAYLOR, JO								PREVALENCE OF ALZHEIMERS-DISEASE IN A COMMUNITY POPULATION OF OLDER PERSONS - HIGHER THAN PREVIOUSLY REPORTED								JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION				262	18			2551	2556		10.1001/jama.262.18.2551			NOV 10 1989	1989																		0098-7484			WOS:A1989AX97400028	2810583	
J	Fan, Yong; Shen, Dinggang; Davatzikos, Christos								Classification of structural images via high-dimensional image warping, robust feature extraction, and SVM.								Medical image computing and computer-assisted intervention : MICCAI ... International Conference on Medical Image Computing and Computer-Assisted Intervention				8	Pt 1			1	8					2005	2005																					MEDLINE:16685822	16685822	
J	Farrer, LA; Cupples, LA; Haines, JL; Hyman, B; Kukull, WA; Mayeux, R; Myers, RH; PericakVance, MA; Risch, N; vanDuijn, CM				Haines, Jonathan/C-3374-2012	Kukull, Walter/0000-0001-8761-9014; Farrer, Lindsay/0000-0001-5533-4225			Effects of age, sex, and ethnicity on the association between apolipoprotein E genotype and Alzheimer disease - A meta-analysis								JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION				278	16			1349	1356		10.1001/jama.278.16.1349			OCT 22 1997	1997																		0098-7484			WOS:A1997YA90500037	9343467	
J	Fleisher, A; Grundman, M; Jack, CR; Petersen, RC; Taylor, C; Kim, HT; Schiller, DHB; Bagwell, V; Sencakova, D; Weiner, MF; DeCarli, C; DeKosky, ST; van Dyck, CH; Thal, LJ		Alzheimer's Dis Cooperative Study		DeCarli, Charles/B-5541-2009; Jack, Clifford/F-2508-2010	Jack, Clifford/0000-0001-7916-622X			Sex, apolipoprotein E epsilon 4 status, and hippocampal volume in mild cognitive impairment								ARCHIVES OF NEUROLOGY				62	6			953	957		10.1001/archneur.62.6.953			JUN 2005	2005																		0003-9942			WOS:000229596000013	15956166	
