PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Bastian, AJ; Martin, TA; Keating, JG; Thach, WT								Cerebellar ataxia: Abnormal control of interaction torques across multiple joints								JOURNAL OF NEUROPHYSIOLOGY				76	1			492	509					JUL 1996	1996																		0022-3077			WOS:A1996UY79300036	8836239	
J	Beer, RF; Given, JD; Dewald, JPA								Task-dependent weakness at the elbow in patients with hemiparesis								ARCHIVES OF PHYSICAL MEDICINE AND REHABILITATION				80	7			766	772		10.1016/S0003-9993(99)90225-3			JUL 1999	1999						1st Euro-Neuro Congress1st Euro-Neuro Congress	FEB, 1998FEB, 1998		GENK, BELGIUMGENK, BELGIUM									0003-9993			WOS:000081316700007	10414760	
J	Beer, RF; Dewald, JPA; Rymer, WZ								Deficits in the coordination of multijoint arm movements in patients with hemiparesis: evidence for disturbed control of limb dynamics								EXPERIMENTAL BRAIN RESEARCH				131	3			305	319		10.1007/s002219900275			APR 2000	2000																		0014-4819			WOS:000086457300006	10789946	
J	Bhushan, N; Shadmehr, R								Computational nature of human adaptive control during learning of reaching movements in force fields								BIOLOGICAL CYBERNETICS				81	1			39	60		10.1007/s004220050543			JUL 1999	1999																		0340-1200			WOS:000081531100005	10434390	
J	BOCK, O								LOAD COMPENSATION IN HUMAN GOAL-DIRECTED ARM MOVEMENTS								BEHAVIOURAL BRAIN RESEARCH				41	3			167	177		10.1016/0166-4328(90)90106-O			DEC 21 1990	1990																		0166-4328			WOS:A1990EQ79500001	2288670	
J	Boyd, LA; Winstein, CJ				Winstein, Carolee/A-8375-2008				Providing explicit information disrupts implicit motor learning after basal ganglia stroke								LEARNING & MEMORY				11	4			388	396		10.1101/lm.80104			JUL-AUG 2004	2004																		1072-0502			WOS:000223110900005	15286181	
J	Boyd, LA; Winstein, CJ				Winstein, Carolee/A-8375-2008				Implicit motor-sequence learning in humans following unilateral stroke: the impact of practice and explicit knowledge								NEUROSCIENCE LETTERS				298	1			65	69		10.1016/S0304-3940(00)01734-1			JAN 26 2001	2001																		0304-3940			WOS:000166872500017	11154837	
J	Boyd, LA; Winstein, CJ				Winstein, Carolee/A-8375-2008				Impact of explicit information on implicit motor-sequence learning following middle cerebral artery stroke								PHYSICAL THERAPY				83	11			976	989					NOV 2003	2003																		0031-9023			WOS:000220399700002	14577825	
J	Burgar, CG; Lum, PS; Shor, PC; Van der Loos, HFM				Van der Loos, Hendrik/A-3693-2012	Van der Loos, H.F. Machiel/0000-0003-1355-980X			Development of robots for rehabilitation therapy: The Palo Alto VA/Stanford experience								JOURNAL OF REHABILITATION RESEARCH AND DEVELOPMENT				37	6			663	673					NOV-DEC 2000	2000																		0748-7711			WOS:000166180400005	11321002	
J	Conditt, MA; Gandolfo, F; MussaIvaldi, FA								The motor system does not learn the dynamics of the arm by rote memorization of past experience								JOURNAL OF NEUROPHYSIOLOGY				78	1			554	560					JUL 1997	1997																		0022-3077			WOS:A1997XM21100053	9242306	
J	Conditt, MA; Mussa-Ivaldi, FA								Central representation of time during motor learning								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				96	20			11625	11630		10.1073/pnas.96.20.11625			SEP 28 1999	1999																		0027-8424			WOS:000082868500126	10500227	
J	Dancause, N; Ptito, A; Levin, MF								Error correction strategies for motor behavior after unilateral brain damage: short-term motor learning processes								NEUROPSYCHOLOGIA				40	8			1313	1323	PII S0028-3932(01)00218-4	10.1016/S0028-3932(01)00218-4			2002	2002																		0028-3932			WOS:000175373700020	11931934	
J	Dewald, JPA; Beer, RF								Abnormal joint torque patterns in the paretic upper limb of subjects with hemiparesis								MUSCLE & NERVE				24	2			273	283		10.1002/1097-4598(200102)24:2<273::AID-MUS130>3.0.CO;2-Z			FEB 2001	2001																		0148-639X			WOS:000166537700013	11180211	
J	DEWHURST, DJ								NEUROMUSCULAR CONTROL SYSTEM								IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING				BM14	3			167	+		10.1109/TBME.1967.4502494			1967	1967																		0018-9294	1558-2531		WOS:A19679766200003	6080533	
J	Ernst, MO; Banks, MS								Humans integrate visual and haptic information in a statistically optimal fashion								NATURE				415	6870			429	433		10.1038/415429a			JAN 24 2002	2002																		0028-0836			WOS:000173433600050	11807554	
J	Fasoli, SE; Krebs, HI; Ferraro, M; Hogan, N; Volpe, BT					Volpe, Bruce/0000-0002-1098-1848			Does shorter rehabilitation limit potential recovery poststroke?								NEUROREHABILITATION AND NEURAL REPAIR				18	2			88	94		10.1177/0888439004267434			JUN 2004	2004																		1545-9683			WOS:000223349900004	15228804	
