PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Bazzani, A; Bevilacqua, A; Bollini, D; Brancaccio, R; Campanini, R; Lanconelli, N; Riccardi, A; Romani, D				Tewatia, Dinesh/D-5897-2012; Bevilacqua, Alessandro/B-7851-2013; Lanconelli, Nico/G-3056-2014	Bevilacqua, Alessandro/0000-0003-2938-5058; Brancaccio, Rosa/0000-0002-6240-5586			An SVM classifier to separate false signals from microcalcifications in digital mammograms								PHYSICS IN MEDICINE AND BIOLOGY				46	6			1651	1663		10.1088/0031-9155/46/6/305			JUN 2001	2001																		0031-9155			WOS:000169254100005	11419625	
J	Burges, CJC								A tutorial on Support Vector Machines for pattern recognition								DATA MINING AND KNOWLEDGE DISCOVERY				2	2			121	167		10.1023/A:1009715923555			JUN 1998	1998																		1384-5810			WOS:000076132400002		
J	Chang, CC; Hsu, CW; Lin, CJ					Lin, Chih-Jen/0000-0003-4684-8747			The analysis of decomposition methods for support vector machines								IEEE TRANSACTIONS ON NEURAL NETWORKS				11	4			1003	1008		10.1109/72.857780			JUL 2000	2000																		1045-9227			WOS:000088716800017	18249827	
J	Cheng, HD; Lui, YM; Freimanis, RI								A novel approach to microcalcification detection using fuzzy logic technique								IEEE TRANSACTIONS ON MEDICAL IMAGING				17	3			442	450		10.1109/42.712133			JUN 1998	1998																		0278-0062			WOS:000075656800012	9735907	
J	DENGLER, J; BEHRENS, S; DESAGA, JF								SEGMENTATION OF MICROCALCIFICATIONS IN MAMMOGRAMS								IEEE TRANSACTIONS ON MEDICAL IMAGING				12	4			634	642		10.1109/42.251111			DEC 1993	1993																		0278-0062			WOS:A1993MN20800001	18218457	
J	Gurcan, MN; Yardimci, Y; Cetin, AE; Ansari, R								Detection of microcalcifications in mammograms using higher order statistics								IEEE SIGNAL PROCESSING LETTERS				4	8			213	216		10.1109/97.611278			AUG 1997	1997																		1070-9908			WOS:A1997XP51900001		
J	Kallergi, M; Carney, GM; Gaviria, J								Evaluating the performance of detection algorithms in digital mammography								MEDICAL PHYSICS				26	2			267	275		10.1118/1.598514			FEB 1999	1999																		0094-2405			WOS:000078686000024	10076985	
J	Keerthi, SS; Shevade, SK; Bhattacharyya, C; Murthy, KRK								Improvements to Platt's SMO algorithm for SVM classifier design								NEURAL COMPUTATION				13	3			637	649		10.1162/089976601300014493			MAR 2001	2001																		0899-7667			WOS:000167362000008		
J	Li, H; Liu, KJR; Lo, SCB				Liu, K. J. Ray/C-2798-2009				Fractal modeling and segmentation for the enhancement of microcalcifications in digital mammograms								IEEE TRANSACTIONS ON MEDICAL IMAGING				16	6			785	798		10.1109/42.650875			DEC 1997	1997																		0278-0062			WOS:000072458500009	9533579	
J	Muller, KR; Mika, S; Ratsch, G; Tsuda, K; Scholkopf, B				Ratsch, Gunnar/B-8182-2009; Muller, Klaus/C-3196-2013; Scholkopf, Bernhard/A-7570-2013				An introduction to kernel-based learning algorithms								IEEE TRANSACTIONS ON NEURAL NETWORKS				12	2			181	201		10.1109/72.914517			MAR 2001	2001																		1045-9227	1941-0093		WOS:000167886700001	18244377	
