PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	CORTES, C; VAPNIK, V								SUPPORT-VECTOR NETWORKS								MACHINE LEARNING				20	3			273	297		10.1023/A:1022627411411			SEP 1995	1995																		0885-6125			WOS:A1995RX35400003		
J	FEITEN, B; GUNZEL, S								AUTOMATIC-INDEXING OF A SOUND DATABASE USING SELF-ORGANIZING NEURAL NETS								COMPUTER MUSIC JOURNAL				18	3			53	65		10.2307/3681185			FAL 1994	1994																		0148-9267			WOS:A1994PE60100018		
J	Foote, J								An overview of audio information retrieval								MULTIMEDIA SYSTEMS				7	1			2	10		10.1007/s005300050106			JAN 1999	1999																		0942-4962			WOS:000079059900002		
B	Foote, JT						Kuo, CCJ; Chang, SF; Gudivada, VN		Content-based retrieval of music and audio								MULTIMEDIA STORAGE AND ARCHIVING SYSTEMS II		PROCEEDINGS OF THE SOCIETY OF PHOTO-OPTICAL INSTRUMENTATION ENGINEERS (SPIE)		3229				138	147		10.1117/12.290336			1997	1997						Conference on Multimedia Storage and Archiving Systems IIConference on Multimedia Storage and Archiving Systems II	NOV 03-04, 1997NOV 03-04, 1997	Soc Photo Opt Instrumentat EngineersSoc Photo Opt Instrumentat Engineers	DALLAS, TXDALLAS, TX											0-8194-2662-8	WOS:A1997BJ78X00013		
J	FOSTER, S; SCHLOSS, WA; ROCKMORE, AJ								TOWARD AN INTELLIGENT EDITOR OF DIGITAL AUDIO - SIGNAL-PROCESSING METHODS								COMPUTER MUSIC JOURNAL				6	1			42	51		10.2307/3680357			1982	1982																		0148-9267			WOS:A1982NQ21400004		
J	Li, SZ								Content-based audio classification and retrieval using the nearest feature line method								IEEE TRANSACTIONS ON SPEECH AND AUDIO PROCESSING				8	5			619	625		10.1109/89.861383			SEP 2000	2000																		1063-6676			WOS:000088724800011		
J	Manjunath, BS; Ma, WY								Texture features for browsing and retrieval of image data								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				18	8			837	842		10.1109/34.531803			AUG 1996	1996																		0162-8828			WOS:A1996VE31800007		
J	Pontil, M; Verri, A								Support Vector Machines for 3D object recognition								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				20	6			637	646		10.1109/34.683777			JUN 1998	1998																		0162-8828	1939-3539		WOS:000074343300005		
J	Scholkopf, B; Mika, S; Burges, CJC; Knirsch, P; Muller, KR; Ratsch, G; Smola, AJ				Ratsch, Gunnar/B-8182-2009; Muller, Klaus/C-3196-2013; Scholkopf, Bernhard/A-7570-2013				Input space versus feature space in kernel-based methods								IEEE TRANSACTIONS ON NEURAL NETWORKS				10	5			1000	1017		10.1109/72.788641			SEP 1999	1999																		1045-9227	1941-0093		WOS:000082372100003	18252603	
J	Wold, E; Blum, T; Keislar, D; Wheaton, J								Content-based classification, search, and retrieval of audio								IEEE MULTIMEDIA				3	3			27	36		10.1109/93.556537			FAL 1996	1996																		1070-986X			WOS:A1996VG34200013		
