PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Armstrong, SA; Staunton, JE; Silverman, LB; Pieters, R; de Boer, ML; Minden, MD; Sallan, SE; Lander, ES; Golub, TR; Korsmeyer, SJ								MLL translocations specify a distinct gene expression profile that distinguishes a unique leukemia								NATURE GENETICS				30	1			41	47		10.1038/ng765			JAN 2002	2002																		1061-4036			WOS:000173105600012	11731795	
J	Bhattacharjee, A; Richards, WG; Staunton, J; Li, C; Monti, S; Vasa, P; Ladd, C; Beheshti, J; Bueno, R; Gillette, M; Loda, M; Weber, G; Mark, EJ; Lander, ES; Wong, W; Johnson, BE; Golub, TR; Sugarbaker, DJ; Meyerson, M				Meyerson, Matthew/E-7123-2012	Weber, Griffin/0000-0002-2597-881X			Classification of human lung carcinomas by mRNA expression profiling reveals distinct adenocarcinoma subclasses								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				98	24			13790	13795		10.1073/pnas.191502998			NOV 20 2001	2001																		0027-8424			WOS:000172328100059	11707567	
J	Dietterich, TG								Approximate statistical tests for comparing supervised classification learning algorithms								NEURAL COMPUTATION				10	7			1895	1923		10.1162/089976698300017197			OCT 1 1998	1998																		0899-7667			WOS:000076056000015		
J	Dudoit, S; Fridlyand, J; Speed, TP				Speed, Terence /B-8085-2009	Speed, Terence /0000-0002-5403-7998			Comparison of discrimination methods for the classification of tumors using gene expression data								JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION				97	457			77	87		10.1198/016214502753479248			MAR 2002	2002																		0162-1459			WOS:000173997500008		
J	Ferris, D; Cronin, J; Michalak, T; Driscoll, T								Among Harvard's libraries								HARVARD LIBRARY BULLETIN				14	1			3	9					SPR 2003	2003																		0017-8136			WOS:000184570100001		
J	Fortina, P; Surrey, S; Kricka, LJ								Molecular diagnostics: hurdles for clinical implementation								TRENDS IN MOLECULAR MEDICINE				8	6			264	266	PII S1471-4914(02)02331-6	10.1016/S1471-4914(02)02331-6			JUN 2002	2002																		1471-4914			WOS:000175928000006	12067610	
J	FREUND, Y								BOOSTING A WEAK LEARNING ALGORITHM BY MAJORITY								INFORMATION AND COMPUTATION				121	2			256	285		10.1006/inco.1995.1136			SEP 1995	1995																		0890-5401			WOS:A1995RV02400009		
J	Furey, TS; Cristianini, N; Duffy, N; Bednarski, DW; Schummer, M; Haussler, D								Support vector machine classification and validation of cancer tissue samples using microarray expression data								BIOINFORMATICS				16	10			906	914		10.1093/bioinformatics/16.10.906			OCT 2000	2000																		1367-4803			WOS:000165954000006	11120680	
J	Golub, TR; Slonim, DK; Tamayo, P; Huard, C; Gaasenbeek, M; Mesirov, JP; Coller, H; Loh, ML; Downing, JR; Caligiuri, MA; Bloomfield, CD; Lander, ES								Molecular classification of cancer: Class discovery and class prediction by gene expression monitoring								SCIENCE				286	5439			531	537		10.1126/science.286.5439.531			OCT 15 1999	1999																		0036-8075			WOS:000083121200061	10521349	
J	Guyon, I; Weston, J; Barnhill, S; Vapnik, V								Gene selection for cancer classification using support vector machines								MACHINE LEARNING				46	1-3			389	422		10.1023/A:1012487302797			2002	2002																		0885-6125			WOS:000171501800018		
J	HO, TK; HULL, JJ; SRIHARI, SN								DECISION COMBINATION IN MULTIPLE CLASSIFIER SYSTEMS								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				16	1			66	75					JAN 1994	1994																		0162-8828			WOS:A1994MV73300006		
J	Hsu, CW; Lin, CJ					Lin, Chih-Jen/0000-0003-4684-8747			A comparison of methods for multiclass support vector machines								IEEE TRANSACTIONS ON NEURAL NETWORKS				13	2			415	425	PII S1045-9227(02)01805-2	10.1109/72.991427			MAR 2002	2002																		1045-9227	1941-0093		WOS:000174519400014	18244442	
