PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Bloedorn, E; Michalski, RS								Data-driven constructive induction								IEEE INTELLIGENT SYSTEMS & THEIR APPLICATIONS				13	2			30	37		10.1109/5254.671089			MAR-APR 1998	1998																		0885-9000			WOS:000072923300011		
B	Brodie, Edmund D., III	Wolf, Jason B.; Brodie, Edmund D., III; Wade, Michael J.							Why evolutionary genetics does not always add up.								Epistasis and the evolutionary process.								3	19					2000	2000																				0-19-512806-0	ZOOREC:ZOOR13800000524		
J	Cho, YM; Ritchie, MD; Moore, JH; Park, JY; Lee, KU; Shin, HD; Lee, HK; Park, KS				Ritchie, Marylyn/C-1114-2012; Cho, Young Min/J-5669-2012; Park, Kyong Soo/C-2265-2008	Park, Kyong Soo/0000-0003-3597-342X			Multifactor-dimensionality reduction shows a two-locus interaction associated with Type 2 diabetes mellitus								DIABETOLOGIA				47	3			549	554		10.1007/s00125-003-1321-3			MAR 2004	2004																		0012-186X			WOS:000220563100024	14730379	
J	CORDELL, HJ; TODD, JA; BENNETT, ST; KAWAGUCHI, Y; FARRALL, M				Todd, John/A-3542-2010				2-LOCUS MAXIMUM LOD SCORE ANALYSIS OF A MULTIFACTORIAL TRAIT - JOINT CONSIDERATION OF IDDM2 AND IDDM4 WITH IDDM1 IN TYPE-I DIABETES								AMERICAN JOURNAL OF HUMAN GENETICS				57	4			920	934					OCT 1995	1995																		0002-9297			WOS:A1995RV79300024	7573054	
J	Cordell, HJ; Todd, JA; Hill, NJ; Lord, CJ; Lyons, PA; Peterson, LB; Wicker, LS; Clayton, DG				Wicker, Linda/F-7384-2010; Todd, John/A-3542-2010; Lord, Christopher/B-3295-2012	Lord, Christopher/0000-0002-3226-0515			Statistical modeling of interlocus interactions in a complex disease: Rejection of the multiplicative model of epistasis in type 1 diabetes								GENETICS				158	1			357	367					MAY 2001	2001																		0016-6731			WOS:000168637000032	11333244	
J	Cox, NJ; Hayes, MG; Roe, CA; Tsuchiya, T; Bell, GI								Linkage of calpain 10 to type 2 diabetes - The biological rationale								DIABETES				53				S19	S25		10.2337/diabetes.53.2007.S19		1	FEB 2004	2004						4th Servier-IGIS Symposium4th Servier-IGIS Symposium	MAR 20-23, 2003MAR 20-23, 2003		ST JEAN CUP FERRAT, FRANCEST JEAN CUP FERRAT, FRANCE									0012-1797			WOS:000188786400004	14749261	
J	Curk, T; Demsar, J; Xu, QK; Leban, G; Petrovic, U; Bratko, I; Shaulsky, G; Zupan, B					Petrovic, Uros/0000-0002-9743-9145; Zupan, Blaz/0000-0002-5864-7056; Shaulsky, Gad/0000-0002-0532-0551			Microarray data mining with visual programming								BIOINFORMATICS				21	3			396	398		10.1093/bioinformatics/bth474			FEB 1 2005	2005																		1367-4803			WOS:000226605700018	15308546	
J	Frank, E; Hall, M; Trigg, L; Holmes, G; Witten, IH				Frank, Eibe/A-1434-2008; Witten, Ian/A-3366-2012	Frank, Eibe/0000-0001-6152-7111; Witten, Ian/0000-0001-6428-8988; Holmes, Geoffrey/0000-0003-0433-8925			Data mining in bioinformatics using Weka								BIOINFORMATICS				20	15			2479	2481		10.1093/bioinformatics/bth261			OCT 12 2004	2004																		1367-4803			WOS:000224481900024	15073010	
J	Gibson, G; Wagner, G								Canalization in evolutionary genetics: a stabilizing theory?								BIOESSAYS				22	4			372	380		10.1002/(SICI)1521-1878(200004)22:4<372::AID-BIES7>3.0.CO;2-J			APR 2000	2000																		0265-9247			WOS:000086281600007	10723034	
J	Hahn, Lance W; Moore, Jason H								Ideal discrimination of discrete clinical endpoints using multilocus genotypes.								In silico biology				4	2			183	94					2004	2004																		1386-6338			MEDLINE:15107022	15107022	
