PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Almeida, R; Stetter, M				Almeida, Rita/H-6676-2015	Almeida, Rita/0000-0002-9559-9903			Modeling the link between functional Imaging and neuronal activity: Synaptic metabolic demand and spike rates								NEUROIMAGE				17	2			1065	1079		10.1006/nimg.2002.1234			OCT 2002	2002																		1053-8119			WOS:000178642000049	12377179	
J	BELL, AJ; SEJNOWSKI, TJ								AN INFORMATION MAXIMIZATION APPROACH TO BLIND SEPARATION AND BLIND DECONVOLUTION								NEURAL COMPUTATION				7	6			1129	1159		10.1162/neco.1995.7.6.1129			NOV 1995	1995																		0899-7667			WOS:A1995RZ70200001	7584893	
J	Bullmore, E; Brammer, M; Williams, SCR; Rabehesketh, S; Janot, N; David, A; Mellers, J; Howard, R; Sham, P				Rabe-Hesketh, Sophia/B-1643-2008; Williams, Steve/D-6979-2011; Howard, Robert/E-4890-2010; Brammer, Michael/B-7128-2012; David, Anthony/C-1315-2011; Bullmore, Edward/C-1706-2012	Rabe-Hesketh, Sophia/0000-0002-5257-4837; Williams, Steve/0000-0003-4299-1941; Brammer, Michael/0000-0001-9800-2052; David, Anthony/0000-0003-0967-774X; Bullmore, Edward/0000-0002-8955-8283			Statistical methods of estimation and inference for functional MR image analysis								MAGNETIC RESONANCE IN MEDICINE				35	2			261	277		10.1002/mrm.1910350219			FEB 1996	1996																		0740-3194	1522-2594		WOS:A1996TT42200018	8622592	
J	Carlson, TA; Schrater, P; He, S				Carlson, Thomas/B-4720-2011	Carlson, Thomas/0000-0002-3953-4195			Patterns of activity in the categorical representations of objects								JOURNAL OF COGNITIVE NEUROSCIENCE				15	5			704	717		10.1162/jocn.2003.15.5.704			JUL 1 2003	2003																		0898-929X			WOS:000184270100008	12965044	
J	CORBETTA, M; MIEZIN, FM; SHULMAN, GL; PETERSEN, SE								SELECTIVE ATTENTION MODULATES EXTRASTRIATE VISUAL REGIONS IN HUMANS DURING VISUAL FEATURE DISCRIMINATION AND RECOGNITION								CIBA FOUNDATION SYMPOSIA				163				165	+					1991	1991																		0300-5208			WOS:A1991GZ54300012		
J	CORBETTA, M; MIEZIN, FM; DOBMEYER, S; SHULMAN, GL; PETERSEN, SE								SELECTIVE AND DIVIDED ATTENTION DURING VISUAL DISCRIMINATIONS OF SHAPE, COLOR, AND SPEED - FUNCTIONAL-ANATOMY BY POSITRON EMISSION TOMOGRAPHY								JOURNAL OF NEUROSCIENCE				11	8			2383	2402					AUG 1991	1991																		0270-6474			WOS:A1991GB02000012	1869921	
J	Cox, DD; Savoy, RL				Cox, David/C-4888-2008	Cox, David/0000-0002-2189-9743			Functional magnetic resonance imaging (fMRI) "brain reading": detecting and classifying distributed patterns of fMRI activity in human visual cortex								NEUROIMAGE				19	2			261	270		10.1016/S1053-8119(03)00049-1			JUN 2003	2003																		1053-8119	1095-9572		WOS:000183568900006	12814577	
J	FRISTON, KJ; FRITH, CD; FRACKOWIAK, RSJ; TURNER, R				Turner, Robert/C-1820-2008; Frith, Chris/A-2171-2009; Friston, Karl/D-9230-2011; Frackowiak, Richard/I-1809-2013; Frackowiak, Richard/H-4383-2011	Frith, Chris/0000-0002-8665-0690; Friston, Karl/0000-0001-7984-8909; Frackowiak, Richard/0000-0002-3151-822X			CHARACTERIZING DYNAMIC BRAIN RESPONSES WITH FMRI - A MULTIVARIATE APPROACH								NEUROIMAGE				2	2			166	172		10.1006/nimg.1995.1019			JUN 1995	1995																		1053-8119			WOS:A1995RE54000008	9343599	
J	Greicius, MD; Krasnow, B; Reiss, AL; Menon, V				Menon, Vinod/J-6402-2013	Menon, Vinod/0000-0003-1622-9857			Functional connectivity in the resting brain: A network analysis of the default mode hypothesis								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				100	1			253	258		10.1073/pnas.0135058100			JAN 7 2003	2003																		0027-8424			WOS:000180307100046	12506194	
J	HAXBY, JV; HORWITZ, B; UNGERLEIDER, LG; MAISOG, JM; PIETRINI, P; GRADY, CL								THE FUNCTIONAL-ORGANIZATION OF HUMAN EXTRASTRIATE CORTEX - A PET-RCBF STUDY OF SELECTIVE ATTENTION TO FACES AND LOCATIONS								JOURNAL OF NEUROSCIENCE				14	11			6336	6353					NOV 1994	1994																		0270-6474			WOS:A1994PQ38100004	7965040	
J	HAXBY, JV; GRADY, CL; HORWITZ, B; UNGERLEIDER, LG; MISHKIN, M; CARSON, RE; HERSCOVITCH, P; SCHAPIRO, MB; RAPOPORT, SI				Carson, Richard/H-3250-2011	Carson, Richard/0000-0002-9338-7966			DISSOCIATION OF OBJECT AND SPATIAL VISUAL PROCESSING PATHWAYS IN HUMAN EXTRASTRIATE CORTEX								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				88	5			1621	1625		10.1073/pnas.88.5.1621			MAR 1991	1991																		0027-8424			WOS:A1991FA14000007	2000370	
J	Holmes, AP; Blair, RC; Watson, JDG; Ford, I								Nonparametric analysis of statistic images from functional mapping experiments								JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM				16	1			7	22					JAN 1996	1996																		0271-678X			WOS:A1996TM21400002	8530558	
J	Huettel, SA; Guzeldere, G; McCarthy, G								Dissociating the neural mechanisms of visual attention in change detection using functional MRI								JOURNAL OF COGNITIVE NEUROSCIENCE				13	7			1006	1018		10.1162/089892901753165908			OCT 2001	2001																		0898-929X			WOS:000171507400013	11595102	
J	Kherif, F; Poline, JB; Flandin, G; Benali, H; Simon, O; Dehaene, S; Worsley, KJ								Multivariate model specification for fMRI data								NEUROIMAGE				16	4			1068	1083		10.1006/nimg.2002.1094			AUG 2002	2002																		1053-8119			WOS:000177444900021	12202094	
J	Kjems, U; Hansen, LK; Anderson, J; Frutiger, S; Muley, S; Sidtis, J; Rottenberg, D; Strother, SC				Hansen, Lars/E-3174-2013	Strother, Stephen/0000-0002-3198-217X			The quantitative evaluation of functional neuroimaging experiments: Mutual information learning curves								NEUROIMAGE				15	4			772	786		10.1006/nimg.2001.1033			APR 2002	2002																		1053-8119			WOS:000174689100003	11906219	
J	LaConte, S; Anderson, J; Muley, S; Ashe, J; Frutiger, S; Rehm, K; Hansen, LK; Yacoub, E; Hu, XP; Rottenberg, D; Strother, S				Hansen, Lars/E-3174-2013	Strother, Stephen/0000-0002-3198-217X			The evaluation of preprocessing choices in single-subject BOLD fMRI using NPAIRS performance metrics								NEUROIMAGE				18	1			10	27		10.1006/nimg.2002.1300			JAN 2003	2003																		1053-8119			WOS:000180015200002	12507440	
J	McIntosh, AR; Bookstein, FL; Haxby, JV; Grady, CL				Rohlf, F/A-8710-2008; McIntosh, Anthony/G-4955-2011	McIntosh, Anthony/0000-0002-1784-5662			Spatial pattern analysis of functional brain images using partial least squares								NEUROIMAGE				3	3			143	157		10.1006/nimg.1996.0016			JUN 1996	1996																		1053-8119			WOS:A1996UQ76900001	9345485	
J	McKeown, MJ; Makeig, S; Brown, GG; Jung, TP; Kindermann, SS; Bell, AJ; Sejnowski, TJ								Analysis of fMRI data by blind separation into independent spatial components								HUMAN BRAIN MAPPING				6	3			160	188		10.1002/(SICI)1097-0193(1998)6:3<160::AID-HBM5>3.0.CO;2-1			1998	1998																		1065-9471			WOS:000073916100005	9673671	
J	Mitchell, TM; Hutchinson, R; Niculescu, RS; Pereira, F; Wang, XR; Just, M; Newman, S					Just, Marcel/0000-0003-1245-3050			Learning to decode cognitive states from brain images								MACHINE LEARNING				57	1-2			145	175		10.1023/B:MACH.0000035475.85309.1b			OCT-NOV 2004	2004																		0885-6125			WOS:000222800200007		
J	Nichols, TE; Holmes, AP					Nichols, Thomas/0000-0002-4516-5103			Nonparametric permutation tests for functional neuroimaging: A primer with examples								HUMAN BRAIN MAPPING				15	1			1	25		10.1002/hbm.1058			JAN 2002	2002																		1065-9471			WOS:000172887500001	11747097	
J	Raichle, ME; MacLeod, AM; Snyder, AZ; Powers, WJ; Gusnard, DA; Shulman, GL				Li, Chong/F-4265-2015				A default mode of brain function								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				98	2			676	682		10.1073/pnas.98.2.676			JAN 16 2001	2001																		0027-8424			WOS:000166485300059	11209064	
