PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Bijlsma, S; Bobeldijk, L; Verheij, ER; Ramaker, R; Kochhar, S; Macdonald, IA; van Ommen, B; Smilde, AK								Large-scale human metabolomics studies: A strategy for data (pre-) processing and validation								ANALYTICAL CHEMISTRY				78	2			567	574		10.1021/ac051495j			JAN 15 2006	2006																		0003-2700			WOS:000234826400027	16408941	
J	Bino, RJ; Hall, RD; Fiehn, O; Kopka, J; Saito, K; Draper, J; Nikolau, BJ; Mendes, P; Roessner-Tunali, U; Beale, MH; Trethewey, RN; Lange, BM; Wurtele, ES; Sumner, LW				Saito, Kazuki/D-2670-2009; Sumner, Lloyd/A-3270-2013; hall, robert/B-8707-2015; Roessner, Ute/E-9446-2015	Saito, Kazuki/0000-0001-6310-5342; Roessner, Ute/0000-0002-6482-2615; Wurtele, Eve/0000-0003-1552-9495; Sumner, Lloyd/0000-0002-4086-663X; Kopka, Joachim/0000-0001-9675-4883; Mendes, Pedro/0000-0001-6507-9168			Potential of metabolomics as a functional genomics tool								TRENDS IN PLANT SCIENCE				9	9			418	425		10.1016/j.tplants.2004.07.004			SEP 2004	2004																		1360-1385			WOS:000224185400002	15337491	
J	Breiman, L								Random forests								MACHINE LEARNING				45	1			5	32		10.1023/A:1010933404324			OCT 2001	2001																		0885-6125	1573-0565		WOS:000170489900001		
J	Burges, CJC								A tutorial on Support Vector Machines for pattern recognition								DATA MINING AND KNOWLEDGE DISCOVERY				2	2			121	167		10.1023/A:1009715923555			JUN 1998	1998																		1384-5810			WOS:000076132400002		
J	Cui, Qiu; Lewis, Ian A.; Hegeman, Adrian D.; Anderson, Mark E.; Li, Jing; Schulte, Christopher F.; Westler, William M.; Eghbalnia, Hamid R.; Sussman, Michael R.; Markley, John L.				Hegeman, Adrian/D-5984-2013	Hegeman, Adrian/0000-0003-1008-6066			Metabolite identification via the Madison Metabolomics Consortium Database								NATURE BIOTECHNOLOGY				26	2			162	164		10.1038/nbt0208-162			FEB 2008	2008																		1087-0156			WOS:000253193000012	18259166	
J	Dieterle, F; Ross, A; Schlotterbeck, G; Senn, H								Probabilistic quotient normalization as robust method to account for dilution of complex biological mixtures. Application in H-1 NMR metabonomics								ANALYTICAL CHEMISTRY				78	13			4281	4290		10.1021/ac051632c			JUL 1 2006	2006																		0003-2700			WOS:000238665200012	16808434	
J	Efron, B; Tibshirani, R; Storey, JD; Tusher, V				Storey, John/B-5282-2011				Empirical Bayes analysis of a microarray experiment								JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION				96	456			1151	1160		10.1198/016214501753382129			DEC 2001	2001						160th Annual Meeting of the American-Statistical-Association160th Annual Meeting of the American-Statistical-Association	FEB, 2000FEB, 2000	Amer Statist AssocAmer Statist Assoc	BOSTON, MASSACHUSETTSBOSTON, MASSACHUSETTS									0162-1459			WOS:000172728000002		
J	Fiehn, O								Metabolomics - the link between genotypes and phenotypes								PLANT MOLECULAR BIOLOGY				48	1-2			155	171		10.1023/A:1013713905833			JAN 2002	2002																		0167-4412			WOS:000173211000011	11860207	
J	Gentleman, RC; Carey, VJ; Bates, DM; Bolstad, B; Dettling, M; Dudoit, S; Ellis, B; Gautier, L; Ge, YC; Gentry, J; Hornik, K; Hothorn, T; Huber, W; Iacus, S; Irizarry, R; Leisch, F; Li, C; Maechler, M; Rossini, AJ; Sawitzki, G; Smith, C; Smyth, G; Tierney, L; Yang, JYH; Zhang, JH				iacus, stefano maria/F-1150-2011; Hothorn, Torsten/A-3639-2010; Smith, Colin/E-5713-2012; Gautier, Laurent/F-9849-2012; Leisch, Friedrich/A-6977-2013; Smyth, Gordon/B-5276-2008; Yang, Jean /D-2920-2015	Hothorn, Torsten/0000-0001-8301-0471; Smith, Colin/0000-0002-4651-167X; Leisch, Friedrich/0000-0001-7278-1983; Smyth, Gordon/0000-0001-9221-2892; Yang, Jean /0000-0002-5271-2603			Bioconductor: open software development for computational biology and bioinformatics								GENOME BIOLOGY				5	10					R80	10.1186/gb-2004-5-10-r80			2004	2004																		1474-760X			WOS:000224243400013	15461798	
J	Herrero, J; Al-Shahrour, F; Diaz-Uriarte, R; Mateos, A; Vaquerizas, JM; Santoyo, J; Dopazo, J				Vaquerizas, Juan/F-2676-2011; Dopazo, Joaquin/A-9270-2014; Diaz-Uriarte, Ramon/M-5517-2013	Vaquerizas, Juan/0000-0002-6583-6541; Dopazo, Joaquin/0000-0003-3318-120X; Diaz-Uriarte, Ramon/0000-0002-6637-9039; Santoyo-Lopez, Javier/0000-0003-1988-5059; Herrero, Javier/0000-0001-7313-717X			GEPAS: a web-based resource for microarray gene expression data analysis								NUCLEIC ACIDS RESEARCH				31	13			3461	3467		10.1093/nar/gkg591			JUL 1 2003	2003																		0305-1048			WOS:000183832900037	12824345	
S	Kaddurah-Daouk, Rima; Kristal, Bruce S.; Weinshilboum, Richard M.								Metabolomics: A global biochemical approach to drug response and disease								ANNUAL REVIEW OF PHARMACOLOGY AND TOXICOLOGY		Annual Review of Pharmacology and Toxicology		48				653	683		10.1146/annurev.pharmtox.48.113006.094715			2008	2008																		0362-1642		978-0-8243-0447-8	WOS:000253396900023	18184107	
J	Kopka, J; Schauer, N; Krueger, S; Birkemeyer, C; Usadel, B; Bergmuller, E; Dormann, P; Weckwerth, W; Gibon, Y; Stitt, M; Willmitzer, L; Fernie, AR; Steinhauser, D				Weckwerth, Wolfram/G-5811-2010; Gibon, Yves/B-9919-2011; Usadel, Bjorn/E-1932-2011; Willmitzer, Lothar/F-7377-2011; Steinhauser, Dirk/J-6484-2012; Birkemeyer, Claudia/L-8687-2015	Birkemeyer, Claudia/0000-0002-8538-8838; steinhauser, dirk/0000-0001-7792-2896; Kopka, Joachim/0000-0001-9675-4883			GMD@CSB.DB: the Golm Metabolome Database								BIOINFORMATICS				21	8			1635	1638		10.1093/bioinformatics/bti236			APR 15 2005	2005																		1367-4803			WOS:000228401800050	15613389	
J	Moolenaar, SH; Engelke, UFH; Wevers, RA				Wevers, Ron/H-8116-2014; Engelke, U.F.H./L-4293-2015	Wevers, Ron/0000-0003-2278-9746; 			Proton nuclear magnetic resonance spectroscopy of body fluids in the field of inborn errors of metabolism								ANNALS OF CLINICAL BIOCHEMISTRY				40				16	24		10.1258/000456303321016132			JAN 2003	2003																		0004-5632			WOS:000180381100004	12542907	
