PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Brown, MPS; Grundy, WN; Lin, D; Cristianini, N; Sugnet, CW; Furey, TS; Ares, M; Haussler, D					Ares, Manny/0000-0002-2552-9168			Knowledge-based analysis of microarray gene expression data by using support vector machines								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				97	1			262	267		10.1073/pnas.97.1.262			JAN 4 2000	2000																		0027-8424			WOS:000084624500049	10618406	
J	Burges, CJC								A tutorial on Support Vector Machines for pattern recognition								DATA MINING AND KNOWLEDGE DISCOVERY				2	2			121	167		10.1023/A:1009715923555			JUN 1998	1998																		1384-5810			WOS:000076132400002		
J	Gini, C; Testaguzza, V; Benfenati, E; Todeschini, R				Todeschini, Roberto/B-5868-2014	Todeschini, Roberto/0000-0002-6454-4192			Hybrid toxicology expert system: architecture and implementation of a multi-domain hybrid expert system for toxicology								CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS				43	1-2			135	145		10.1016/S0169-7439(98)00125-7			SEP 28 1998	1998																		0169-7439			WOS:000076521900008		
J	Hawkins, DM; Young, SS; Rusinko, A								Analysis of a large structure-activity data set using recursive partitioning								QUANTITATIVE STRUCTURE-ACTIVITY RELATIONSHIPS				16	4			296	302		10.1002/qsar.19970160404			AUG 1997	1997																		0931-8771			WOS:A1997XZ03400003		
J	Joachims, T						Scholkopf, B; Burges, CJC; Smola, AJ		Making large-scale support vector machine learning practical								ADVANCES IN KERNEL METHODS								169	184					1999	1999																					CCC:000078344100011		
J	KING, RD; MUGGLETON, S; LEWIS, RA; STERNBERG, MJE					King, Ross/0000-0001-7208-4387			DRUG DESIGN BY MACHINE LEARNING - THE USE OF INDUCTIVE LOGIC PROGRAMMING TO MODEL THE STRUCTURE-ACTIVITY-RELATIONSHIPS OF TRIMETHOPRIM ANALOGS BINDING TO DIHYDROFOLATE-REDUCTASE								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				89	23			11322	11326		10.1073/pnas.89.23.11322			DEC 1 1992	1992																		0027-8424			WOS:A1992KA90300046	1454814	
J	Kovesdi, I; Dominguez-Rodriguez, MF; Orfi, L; Naray-Szabo, G; Varro, A; Papp, JG; Matyus, P				Orfi, Laszlo/A-2116-2008; Varro, Andras/M-2647-2016	Orfi, Laszlo/0000-0001-6149-2385; Varro, Andras/0000-0003-0745-3603; Matyus, Peter/0000-0003-3963-9445			Application of neural networks in structure-activity relationships								MEDICINAL RESEARCH REVIEWS				19	3			249	269		10.1002/(SICI)1098-1128(199905)19:3<249::AID-MED4>3.0.CO;2-0			MAY 1999	1999																		0198-6325			WOS:000079888500004	10232652	
J	LANG, KJ; WAIBEL, AH; HINTON, GE								A TIME-DELAY NEURAL NETWORK ARCHITECTURE FOR ISOLATED WORD RECOGNITION								NEURAL NETWORKS				3	1			23	43		10.1016/0893-6080(90)90044-L			1990	1990																		0893-6080			WOS:A1990CM51300003		
J	Mercer, J								Functions of positive and negative type, and their connection with the theory of intergral equations								PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY OF LONDON SERIES A-CONTAINING PAPERS OF A MATHEMATICAL OR PHYSICAL CHARACTER				209				415	446		10.1098/rsta.1909.0016			OCT 1909	1909																		0264-3952			WOS:000201689500016		
J	ROSENBLATT, F								THE PERCEPTRON - A PROBABILISTIC MODEL FOR INFORMATION-STORAGE AND ORGANIZATION IN THE BRAIN								PSYCHOLOGICAL REVIEW				65	6			386	408		10.1037/h0042519			1958	1958																		0033-295X			WOS:A1958WG40900006	13602029	
J	Sadowski, J								Optimization of chemical libraries by neural networks								CURRENT OPINION IN CHEMICAL BIOLOGY				4	3			280	282		10.1016/S1367-5931(00)00089-2			JUN 2000	2000																		1367-5931			WOS:000087452200005	10826977	
J	Schneider, G								Neural networks are useful tools for drug design								NEURAL NETWORKS				13	1			15	16		10.1016/S0893-6080(99)00094-5			JAN 2000	2000																		0893-6080			WOS:000085549200004	10935454	
