PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Ashburner, J; Friston, KJ				Friston, Karl/D-9230-2011; Rohlf, F/A-8710-2008; Ashburner, John/I-3757-2013	Friston, Karl/0000-0001-7984-8909; Ashburner, John/0000-0001-7605-2518			Voxel-based morphometry - The methods								NEUROIMAGE				11	6			805	821		10.1006/nimg.2000.0582			JUN 2000	2000																		1053-8119			WOS:000087963600018	10860804	
J	Ashburner, John				Ashburner, John/I-3757-2013	Ashburner, John/0000-0001-7605-2518			A fast diffeomorphic image registration algorithm								NEUROIMAGE				38	1			95	113		10.1016/j.neuroimage.2007.07.007			OCT 15 2007	2007																		1053-8119			WOS:000249992900011	17761438	
J	Barnes, J; Scahill, RI; Boyes, RG; Frost, C; Lewis, EB; Rossor, CL; Rossor, MN; Fox, NC				Fox, Nick/B-1319-2009; Barnes, Josesphine/P-5698-2014	Fox, Nick/0000-0002-6660-657X; 			Differentiating AD from aging using semiautomated measurement of hippocampal atrophy rates								NEUROIMAGE				23	2			574	581		10.1016/j.neuroimage.2004.06.028			OCT 2004	2004																		1053-8119			WOS:000224817100014	15488407	
J	Blennow, Kaj; de Leon, Mony J.; Zetterberg, Henrik								Alzheimer's disease								LANCET				368	9533			387	403		10.1016/S0140-6736(06)69113-7			JUL-AUG 2006	2006																		0140-6736			WOS:000239441900033	16876668	
J	BRAAK, H; BRAAK, E								NEUROPATHOLOGICAL STAGING OF ALZHEIMER-RELATED CHANGES								ACTA NEUROPATHOLOGICA				82	4			239	259					1991	1991																		0001-6322			WOS:A1991GG48700001	1759558	
J	Cairns, Nigel J.; Bigio, Eileen H.; Mackenzie, Ian R. A.; Neumann, Manuela; Lee, Virginia M. -Y.; Hatanpaa, Kimmo J.; White, Charles L., III; Schneider, Julie A.; Grinberg, Lea Tenenholz; Halliday, Glenda; Duyckaerts, Charles; Lowe, James S.; Holm, Ida E.; Tolnay, Markus; Okamoto, Koichi; Yokoo, Hideaki; Murayama, Shigeo; Woulfe, John; Munoz, David G.; Dickson, Dennis W.; Ince, Paul G.; Trojanowski, John Q.; Mann, David M. A.				Ince, Paul/A-5064-2009; Neumann, Manuela/F-6558-2011; Halliday, Glenda/E-8555-2011	Ince, Paul/0000-0001-6677-8753; Halliday, Glenda/0000-0003-0422-8398; Dickson, Dennis W/0000-0001-7189-7917; grinberg, lea/0000-0002-6809-0618; Munoz, David/0000-0003-0957-6244			Neuropathologic diagnostic and nosologic criteria for frontotemporal lobar degeneration: consensus of the Consortium for Frontotemporal Lobar Degeneration								ACTA NEUROPATHOLOGICA				114	1			5	22		10.1007/s00401-007-0237-2			JUL 2007	2007																		0001-6322			WOS:000247633500002	17579875	
J	Chan, D; Fox, NC; Scahill, RI; Crum, WR; Whitwell, JL; Leschziner, G; Rossor, AM; Stevens, JM; Cipolotti, L; Rossor, MN				Crum, William/C-4891-2008; Fox, Nick/B-1319-2009	Crum, William/0000-0001-9369-2197; Fox, Nick/0000-0002-6660-657X			Patterns of temporal lobe atrophy in semantic dementia and Alzheimer's disease								ANNALS OF NEUROLOGY				49	4			433	442		10.1002/ana.92			APR 2001	2001																		0364-5134			WOS:000167880000004	11310620	
J	Csernansky, JG; Hamstra, J; Wang, L; McKeel, D; Price, JL; Gado, M; Morris, JC				Morris, John/A-1686-2012; Wang, Lei/I-7552-2013	Wang, Lei/0000-0003-3870-3388			Correlations between antemortem hippocampal volume and postmortem neuropathology in AD subjects								ALZHEIMER DISEASE & ASSOCIATED DISORDERS				18	4			190	195					OCT-DEC 2004	2004																		0893-0341			WOS:000225930000007	15592129	
J	DEFIGUEIREDO, RJP; SHANKLE, WR; MACCATO, A; DICK, MB; MUNDKUR, P; MENA, I; COTMAN, CW								NEURAL-NETWORK-BASED CLASSIFICATION OF COGNITIVELY NORMAL, DEMENTED, ALZHEIMER-DISEASE AND VASCULAR DEMENTIA FROM SINGLE-PHOTON EMISSION WITH COMPUTED-TOMOGRAPHY IMAGE DATA FROM BRAIN								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				92	12			5530	5534		10.1073/pnas.92.12.5530			JUN 6 1995	1995																		0027-8424			WOS:A1995RB80400057	7777543	
J	Du, An-Tao; Schuff, Norbert; Kramer, Joel H.; Rosen, Howard J.; Gorno-Tempini, Maria Luisa; Rankin, Katherine; Miller, Bruce L.; Weiner, Michael W.				Gorno-Tempini, Maria Luisa/E-7203-2012				Different regional patterns of cortical thinning in Alzheimer's disease and frontotemporal dementia								BRAIN				130				1159	1166		10.1093/brain/awm016			APR 2007	2007																		0006-8950			WOS:000246293300025	17353226	
