PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	ANFINSEN, CB								PRINCIPLES THAT GOVERN FOLDING OF PROTEIN CHAINS								SCIENCE				181	4096			223	230		10.1126/science.181.4096.223			1973	1973																		0036-8075			WOS:A1973Q097000007	4124164	
J	Baldi, P; Brunak, S; Chauvin, Y; Andersen, CAF; Nielsen, H				Nielsen, Henrik/D-4128-2011	Nielsen, Henrik/0000-0002-9412-9643			Assessing the accuracy of prediction algorithms for classification: an overview								BIOINFORMATICS				16	5			412	424		10.1093/bioinformatics/16.5.412			MAY 2000	2000																		1367-4803			WOS:000088444600002	10871264	
J	Bateman, A; Birney, E; Durbin, R; Eddy, SR; Howe, KL; Sonnhammer, ELL				Bateman, Alex/E-6518-2011	Bateman, Alex/0000-0002-6982-4660			The Pfam protein families database								NUCLEIC ACIDS RESEARCH				28	1			263	266		10.1093/nar/28.1.263			JAN 1 2000	2000																		0305-1048	1362-4962		WOS:000084896300076	10592242	
J	Blackstock, WP; Weir, MP								Proteomics: quantitative and physical mapping of cellular proteins								TRENDS IN BIOTECHNOLOGY				17	3			121	127		10.1016/S0167-7799(98)01245-1			MAR 1999	1999																		0167-7799			WOS:000079418800005	10189717	
J	CASARI, G; SANDER, C; VALENCIA, A				sander, chris/H-1452-2011; Valencia, Alfonso/I-3127-2015	Valencia, Alfonso/0000-0002-8937-6789			A METHOD TO PREDICT FUNCTIONAL RESIDUES IN PROTEINS								NATURE STRUCTURAL BIOLOGY				2	2			171	178		10.1038/nsb0295-171			FEB 1995	1995																		1072-8368			WOS:A1995RF66500015	7749921	
J	Coward, E								Shufflers: shuffling sequences while conserving the k-let counts								BIOINFORMATICS				15	12			1058	1059		10.1093/bioinformatics/15.12.1058			DEC 1999	1999																		1367-4803			WOS:000085836000015	10745997	
J	Das, AK; Cohen, PTW; Barford, D								The structure of the tetratricopeptide repeats of protein phosphatase 5: implications for TPR-mediated protein-protein interactions								EMBO JOURNAL				17	5			1192	1199		10.1093/emboj/17.5.1192			MAR 2 1998	1998																		0261-4189			WOS:000072572100002	9482716	
J	Dove, AQ								Proteomics: translating genomics into products?								NATURE BIOTECHNOLOGY				17	3			233	236		10.1038/6972			MAR 1999	1999																		1087-0156			WOS:000078977500022	10096288	
J	Enright, AJ; Iliopoulos, I; Kyrpides, NC; Ouzounis, CA				Enright, Anton/F-3094-2011; Ouzounis, Christos/G-2302-2010; Kyrpides, Nikos/A-6305-2014	Kyrpides, Nikos/0000-0002-6131-0462			Protein interaction maps for complete genomes based on gene fusion events								NATURE				402	6757			86	90					NOV 4 1999	1999																		0028-0836			WOS:000083638600048	10573422	
J	Fanning, AS; Anderson, JM								Protein-protein interactions: PDZ domain networks								CURRENT BIOLOGY				6	11			1385	1388		10.1016/S0960-9822(96)00737-3			NOV 1 1996	1996																		0960-9822			WOS:A1996VT11900014	8939589	
J	FIELDS, S; SONG, OK								A NOVEL GENETIC SYSTEM TO DETECT PROTEIN PROTEIN INTERACTIONS								NATURE				340	6230			245	246		10.1038/340245a0			JUL 20 1989	1989																		0028-0836			WOS:A1989AG04000063	2547163	
J	FITCH, WM								RANDOM SEQUENCES								JOURNAL OF MOLECULAR BIOLOGY				163	2			171	176		10.1016/0022-2836(83)90002-5			1983	1983																		0022-2836			WOS:A1983PZ89300002	6842586	
J	FRIDELL, RA; HARDING, LS; BOGERD, HP; CULLEN, BR								IDENTIFICATION OF A NOVEL HUMAN ZINC-FINGER PROTEIN THAT SPECIFICALLY INTERACTS WITH THE ACTIVATION DOMAIN OF LENTIVIRAL TAT PROTEINS								VIROLOGY				209	2			347	357		10.1006/viro.1995.1266			JUN 1 1995	1995																		0042-6822			WOS:A1995RC35100008	7778269	
J	HOPP, TP; WOODS, KR								PREDICTION OF PROTEIN ANTIGENIC DETERMINANTS FROM AMINO-ACID-SEQUENCES								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA-BIOLOGICAL SCIENCES				78	6			3824	3828		10.1073/pnas.78.6.3824			1981	1981																		0027-8424			WOS:A1981LW77700107	6167991	
J	Huynen, M; Snel, B; Lathe, W; Bork, P				Snel, Berend/B-8886-2011; Bork, Peer/F-1813-2013	Snel, Berend/0000-0002-5804-8547; Bork, Peer/0000-0002-2627-833X			Predicting protein function by genomic context: Quantitative evaluation and qualitative inferences								GENOME RESEARCH				10	8			1204	1210		10.1101/gr.10.8.1204			AUG 2000	2000																		1088-9051			WOS:000088958200016	10958638	
J	Jaakkola, T; Diekhans, M; Haussler, D								A discriminative framework for detecting remote protein homologies								JOURNAL OF COMPUTATIONAL BIOLOGY				7	1-2			95	114		10.1089/10665270050081405			FEB-APR 2000	2000																		1066-5277	1557-8666		WOS:000087833300005	10890390	
J	Joachims, T						Scholkopf, B; Burges, CJC; Smola, AJ		Making large-scale support vector machine learning practical								ADVANCES IN KERNEL METHODS								169	184					1999	1999																					CCC:000078344100011		
J	Jones, S; Thornton, JM								Prediction of protein-protein interaction sites using patch analysis								JOURNAL OF MOLECULAR BIOLOGY				272	1			133	143		10.1006/jmbi.1997.1233			SEP 12 1997	1997																		0022-2836			WOS:A1997XW31100012	9299343	
J	Jones, S; Thornton, JM								Principles of protein-protein interactions								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				93	1			13	20		10.1073/pnas.93.1.13			JAN 9 1996	1996																		0027-8424			WOS:A1996TP36700004	8552589	
J	Kandel, D; Matias, Y; Unger, R; Winkler, P					Winkler, Peter/0000-0002-1259-3574			Shuffling biological sequences								DISCRETE APPLIED MATHEMATICS				71	1-3			171	185		10.1016/S0166-218X(97)81456-4			DEC 5 1996	1996																		0166-218X			WOS:A1996VX69800011		
J	Kini, RM; Evans, HJ				Kini, Manjunatha/H-8029-2012				Prediction of potential protein-protein interaction sites from amino acid sequence - Identification of a fibrin polymerization site								FEBS LETTERS				385	1-2			81	86		10.1016/0014-5793(96)00327-4			APR 29 1996	1996																		0014-5793			WOS:A1996UJ12500019	8641473	
J	LEVITT, M; CHOTHIA, C				Levitt, Michael/E-4582-2012	Levitt, Michael/0000-0002-8414-7397			STRUCTURAL PATTERNS IN GLOBULAR PROTEINS								NATURE				261	5561			552	558		10.1038/261552a0			1976	1976																		0028-0836			WOS:A1976BU52600022	934293	
