PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	BREIMAN, L								HINGING HYPERPLANES FOR REGRESSION, CLASSIFICATION, AND FUNCTION APPROXIMATION								IEEE TRANSACTIONS ON INFORMATION THEORY				39	3			999	1013		10.1109/18.256506			MAY 1993	1993																		0018-9448			WOS:A1993LM87300023		
J	DAUBECHIES, I								ORTHONORMAL BASES OF COMPACTLY SUPPORTED WAVELETS								COMMUNICATIONS ON PURE AND APPLIED MATHEMATICS				41	7			909	996		10.1002/cpa.3160410705			OCT 1988	1988																		0010-3640			WOS:A1988Q390700004		
J	DAUBECHIES, I								THE WAVELET TRANSFORM, TIME-FREQUENCY LOCALIZATION AND SIGNAL ANALYSIS								IEEE TRANSACTIONS ON INFORMATION THEORY				36	5			961	1005		10.1109/18.57199			SEP 1990	1990																		0018-9448	1557-9654		WOS:A1990DV10300001		
J	GILES, CL; MAXWELL, T								LEARNING, INVARIANCE, AND GENERALIZATION IN HIGH-ORDER NEURAL NETWORKS								APPLIED OPTICS				26	23			4972	4978					DEC 1 1987	1987																		0003-6935			WOS:A1987L307700009	20523475	
J	Han, Fei; Huang, De-Shuang								Improved extreme learning machine for function approximation by encoding a priori information								NEUROCOMPUTING				69	16-18	SI		2369	2373		10.1016/j.neucom.2006.02.013			OCT 2006	2006																		0925-2312			WOS:000241044700055		
J	HORNIK, K								APPROXIMATION CAPABILITIES OF MULTILAYER FEEDFORWARD NETWORKS								NEURAL NETWORKS				4	2			251	257		10.1016/0893-6080(91)90009-T			1991	1991																		0893-6080			WOS:A1991FD68600009		
J	Huang, GB; Zhu, QY; Mao, KZ; Siew, CK; Saratchandran, P; Sundararajan, N				Huang, Guang-Bin/A-5035-2011	Huang, Guang-Bin/0000-0002-2480-4965			Can threshold networks be trained directly?								IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS II-EXPRESS BRIEFS				53	3			187	191		10.1109/TCSII.2005.857540			MAR 2006	2006																		1057-7130			WOS:000236215200005		
J	Huang, Guang-Bin; Zhu, Qin-Yu; Siew, Chee-Kheong				Huang, Guang-Bin/A-5035-2011; Siew, CK/A-5082-2011	Huang, Guang-Bin/0000-0002-2480-4965; 			Real-time learning capability of neural networks								IEEE TRANSACTIONS ON NEURAL NETWORKS				17	4			863	878		10.1109/TNN.2006.875974			JUL 2006	2006																		1045-9227			WOS:000238865200003	16856651	
J	Huang, Guang-Bin; Chen, Lei; Siew, Chee-Kheong				Huang, Guang-Bin/A-5035-2011; Siew, CK/A-5082-2011	Huang, Guang-Bin/0000-0002-2480-4965; 			Universal approximation using incremental constructive feedforward networks with random hidden nodes								IEEE TRANSACTIONS ON NEURAL NETWORKS				17	4			879	892		10.1109/TNN.2006.875977			JUL 2006	2006																		1045-9227			WOS:000238865200004	16856652	
J	Huang, Guang-Bin; Zhu, Qin-Yu; Siew, Chee-Kheong				Huang, Guang-Bin/A-5035-2011; Siew, CK/A-5082-2011	Huang, Guang-Bin/0000-0002-2480-4965; 			Extreme learning machine: Theory and applications								NEUROCOMPUTING				70	1-3			489	501		10.1016/j.neucom.2005.12.126			DEC 2006	2006						8th Brazilian Symposium on Neural Networks8th Brazilian Symposium on Neural Networks	SEP 29-OCT 01, 2004SEP 29-OCT 01, 2004	Brazilian Comp Soc; Int Neural Network Soc, SIG INNS Brazil Special Interest GrpBrazilian Comp Soc; Int Neural Network Soc, SIG INNS Brazil Special Interest Grp	Sao Luis, BRAZILSao Luis, BRAZIL									0925-2312	1872-8286		WOS:000242602300047		
J	Kim, T; Adali, T								Approximation by fully complex multilayer Perceptrons								NEURAL COMPUTATION				15	7			1641	1666		10.1162/089976603321891846			JUL 2003	2003																		0899-7667			WOS:000183421400010	12816570	
J	Kwok, TY; Yeung, DY								Objective functions for training new hidden units in constructive neural networks								IEEE TRANSACTIONS ON NEURAL NETWORKS				8	5			1131	1148		10.1109/72.623214			SEP 1997	1997																		1045-9227			WOS:A1997XT98500016	18255715	
J	LeCun, Y; Bottou, L; Orr, GB; Muller, KR				Muller, Klaus/C-3196-2013				Efficient backprop								NEURAL NETWORKS: TRICKS OF THE TRADE		LECTURE NOTES IN COMPUTER SCIENCE		1524				9	50					1998	1998																		0302-9743			WOS:000083105900001		
J	LESHNO, M; LIN, VY; PINKUS, A; SCHOCKEN, S								MULTILAYER FEEDFORWARD NETWORKS WITH A NONPOLYNOMIAL ACTIVATION FUNCTION CAN APPROXIMATE ANY FUNCTION								NEURAL NETWORKS				6	6			861	867		10.1016/S0893-6080(05)80131-5			1993	1993																		0893-6080			WOS:A1993LW22200011		
J	Li, MB; Huang, GB; Saratchandran, P; Sundararajan, N				Huang, Guang-Bin/A-5035-2011	Huang, Guang-Bin/0000-0002-2480-4965			Fully complex extreme learning machine								NEUROCOMPUTING				68				306	314		10.1016/j.neucom.2005.03.002			OCT 2005	2005																		0925-2312			WOS:000232262900023		
J	Liang, Nan-Ying; Huang, Guang-Bin; Saratchandran, P.; Sundararajan, N.				Huang, Guang-Bin/A-5035-2011	Huang, Guang-Bin/0000-0002-2480-4965			A fast and accurate online sequential learning algorithm for feedforward networks								IEEE TRANSACTIONS ON NEURAL NETWORKS				17	6			1411	1423		10.1109/TNN.2006.880583			NOV 2006	2006																		1045-9227			WOS:000241933100006	17131657	
