PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Bateman, E. D.; Hurd, S. S.; Barnes, P. J.; Bousquet, J.; Drazen, J. M.; FitzGerald, M.; Gibson, P.; Ohta, K.; O'Byrne, P.; Pedersen, S. E.; Pizzichini, E.; Sullivan, S. D.; Wenzel, S. E.; Zar, H. J.				Pizzichini, Emilio/L-2252-2014	Pizzichini, Emilio/0000-0001-7046-9996; O'Byrne, Paul/0000-0003-0979-281X			Global strategy for asthma management and prevention: GINA executive summary								EUROPEAN RESPIRATORY JOURNAL				31	1			143	178		10.1183/09031936.00138707			JAN 2008	2008																		0903-1936			WOS:000252390800024	18166595	
J	Broadfield, E; McKeever, TM; Scrivener, S; Venn, A; Lewis, SA; Britton, J					McKeever, Tricia/0000-0003-0914-0416			Increase in the prevalence of allergen skin sensitization in successive birth cohorts								JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY				109	6			969	974		10.1067/mai.2002.124772			JUN 2002	2002																		0091-6749			WOS:000176442700012	12063526	
J	Chapman, Martin D								Allergen nomenclature.								Clinical allergy and immunology				21				47	58					2008	2008																		1075-7910			MEDLINE:18828497	18828497	
J	Chinn, S								Choosing a transformation								JOURNAL OF APPLIED STATISTICS				23	4			395	404		10.1080/02664769624134			AUG 1996	1996																		0266-4763			WOS:A1996VL10200003		
J	Crapo, RO; Casaburi, R; Coates, AL; Enright, PL; Hankinson, JL; Irvin, CG; MacIntyre, NR; McKay, RT; Wanger, JS; Anderson, SD; Cockcroft, DW; Fish, JE; Sterk, PJ		ATS Comm Proficiency Standards Cli			Anderson, Sandra/0000-0002-6308-8770			Guidelines for methacholine and exercise challenge testing - 1999								AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE				161	1			309	329					JAN 2000	2000																		1073-449X			WOS:000084820200049	10619836	
J	Custovic, A; Simpson, BM; Simpson, A; Hallam, CL; Marolia, H; Walsh, D; Campbell, J; Woodcock, A		Natl Asthma Campaign Manchester		Custovic, Adnan/A-2435-2012	Custovic, Adnan/0000-0001-5218-7071; Woodcock, Ashley/0000-0002-5428-8578; Simpson, Angela/0000-0003-2733-6666			Current mite, cat, and dog allergen exposure, pet ownership, and sensitization to inhalant allergens in adults								JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY				111	2			402	407		10.1067/mai.2003.55			FEB 2003	2003																		0091-6749			WOS:000180942700027	12589363	
J	Custovic, A; Simpson, BM; Simpson, A; Kissen, P; Woodcock, A		NAC Manchester Asthma Allergy Stud		Custovic, Adnan/A-2435-2012	Custovic, Adnan/0000-0001-5218-7071; Woodcock, Ashley/0000-0002-5428-8578; Simpson, Angela/0000-0003-2733-6666			Effect of environmental manipulation in pregnancy and early life on respiratory symptoms and atopy during first year of life: a randomised trial								LANCET				358	9277			188	193		10.1016/S0140-6736(01)05406-X			JUL 21 2001	2001																		0140-6736			WOS:000169967100011	11476835	
J	Custovic, A; Simpson, BM; Murray, CS; Lowe, L; Woodcock, A		NAC Manchester Asthma Allergy Stu		Custovic, Adnan/A-2435-2012	Custovic, Adnan/0000-0001-5218-7071; Woodcock, Ashley/0000-0002-5428-8578			The National Asthma Campaign Manchester Asthma and Allergy Study								PEDIATRIC ALLERGY AND IMMUNOLOGY				13				32	37		10.1034/j.1399-3038.13.s.15.3.x		15	2002	2002						Congress of the European-Academy-of-Allergy-and-Clinical-ImmunologyCongress of the European-Academy-of-Allergy-and-Clinical-Immunology	JUN, 2001JUN, 2001	European Acad Allergy & Clin ImmunolEuropean Acad Allergy & Clin Immunol	BERLIN, GERMANYBERLIN, GERMANY									0905-6157			WOS:000180571000008	12688622	
J	Custovic, Adnan; Simpson, Angela; Woodcock, Ashley								Manchester cohort.								Pediatric pulmonology. Supplement				26				12	3					2004	2004																		1054-187X			MEDLINE:15029579	15029579	
J	DUFFY, DL				Duffy, David/B-7392-2013	Duffy, David/0000-0001-7227-632X			A POPULATION-BASED STUDY OF BRONCHIAL-ASTHMA IN ADULT TWIN PAIRS								CHEST				102	2			654	655		10.1378/chest.102.2.654			AUG 1992	1992																		0012-3692			WOS:A1992JH51300083	1643976	
J	GERGEN, PJ; TURKELTAUB, PC								THE ASSOCIATION OF INDIVIDUAL ALLERGEN REACTIVITY WITH RESPIRATORY-DISEASE IN A NATIONAL SAMPLE - DATA FROM THE 2ND NATIONAL-HEALTH AND NUTRITION EXAMINATION SURVEY, 1976-80 (NHANES-II)								JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY				90	4			579	588		10.1016/0091-6749(92)90130-T			OCT 1992	1992																		0091-6749			WOS:A1992JT99500003	1401641	
J	Haldar, Pranab; Pavord, Ian D.; Shaw, Dominic E.; Berry, Michael A.; Thomas, Michael; Brightling, Christopher E.; Wardlaw, Andrew I.; Green, Ruth H.				shaw, dominick/N-1293-2014	shaw, dominick/0000-0003-4106-8469; Thomas, Mike/0000-0001-5939-1155; Wardlaw, Andrew/0000-0001-6583-0791; Pavord, Ian/0000-0002-4288-5973			Cluster analysis and clinical asthma phenotypes								AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE				178	3			218	224		10.1164/rccm.200711-17540C			AUG 1 2008	2008																		1073-449X			WOS:000258162000003	18480428	
