PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Adenot, M; Lahana, R								Blood-brain barrier permeation models: Discriminating between potential CNS and non-CNS drugs including P-glycoprotein substrates								JOURNAL OF CHEMICAL INFORMATION AND COMPUTER SCIENCES				44	1			239	248		10.1021/ci034205d			JAN-FEB 2004	2004																		0095-2338			WOS:000188794600029	14741033	
J	Agrafiotis, DK; Cedeno, W; Lobanov, VS								On the use of neural network ensembles in QSAR and QSPR								JOURNAL OF CHEMICAL INFORMATION AND COMPUTER SCIENCES				42	4			903	911		10.1021/ci0203702			JUL-AUG 2002	2002																		0095-2338			WOS:000177014300015	12132892	
J	Akamatsu, Miki								Current state and perspectives of 3D-QSAR.								Current Topics in Medicinal Chemistry				2	12			1381	1394		10.2174/1568026023392887			December 2002	2002																		1568-0266			BCI:BCI200300080880	12470286	
J	Bai, JPF; Utis, A; Crippen, G; He, HD; Fischer, V; Tullman, R; Yin, HQ; Hsu, CP; Jiang, L; Hwang, KK								Use of classification regression tree in predicting oral absorption in humans								JOURNAL OF CHEMICAL INFORMATION AND COMPUTER SCIENCES				44	6			2061	2069		10.1021/ci040023n			NOV-DEC 2004	2004																		0095-2338			WOS:000225411300020	15554676	
J	Bajorath, F								Integration of virtual and high-throughput screening								NATURE REVIEWS DRUG DISCOVERY				1	11			882	894		10.1038/nrd941			NOV 2002	2002																		1474-1776			WOS:000179115600016	12415248	
J	BALABAN, AT								HIGHLY DISCRIMINATING DISTANCE-BASED TOPOLOGICAL INDEX								CHEMICAL PHYSICS LETTERS				89	5			399	404		10.1016/0009-2614(82)80009-2			1982	1982																		0009-2614			WOS:A1982PB51000009		
J	Barnard, JM; Downs, GM								Chemical fragment generation and clustering software								JOURNAL OF CHEMICAL INFORMATION AND COMPUTER SCIENCES				37	1			141	142		10.1021/ci960090k			JAN-FEB 1997	1997						4th International Chemical Structures Conference4th International Chemical Structures Conference	19961996		NOORDWIJKERHOUT, NETHERLANDSNOORDWIJKERHOUT, NETHERLANDS									0095-2338			WOS:A1997WE28800020		
J	Baurin, N; Mozziconacci, JC; Arnoult, E; Chavatte, P; Marot, C; Morin-Allory, L								2D QSAR consensus prediction for high-throughput virtual screening. An application to COX-2 inhibition modeling and screening of the NCI database								JOURNAL OF CHEMICAL INFORMATION AND COMPUTER SCIENCES				44	1			276	285		10.1021/ci0341565			JAN-FEB 2004	2004																		0095-2338			WOS:000188794600033	14741037	
J	Bleicher, KH; Bohm, HJ; Muller, K; Alanine, AI								Hit and lead generation: Beyond high-throughput screening								NATURE REVIEWS DRUG DISCOVERY				2	5			369	378		10.1038/nrd1086			MAY 2003	2003																		1474-1776			WOS:000182590600018	12750740	
J	Bravi, G; Gancia, E; Mascagni, P; Pegna, M; Todeschini, R; Zaliani, A				Todeschini, Roberto/B-5868-2014	Todeschini, Roberto/0000-0002-6454-4192			MS-WHIM, new 3D theoretical descriptors derived from molecular surface properties: A comparative 3D QSAR study in a series of steroids								JOURNAL OF COMPUTER-AIDED MOLECULAR DESIGN				11	1			79	92		10.1023/A:1008079512289			JAN 1997	1997																		0920-654X			WOS:A1997WQ62300009	9139115	
