PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Amari, S				Amari, Shun-ichi/A-5901-2016				Natural gradient works efficiently in learning								NEURAL COMPUTATION				10	2			251	276		10.1162/089976698300017746			FEB 15 1998	1998																		0899-7667	1530-888X		WOS:000071831400001		
J	Balasubramanian, V								Statistical inference, Occam's razor, and statistical mechanics on the space of probability distributions								NEURAL COMPUTATION				9	2			349	368		10.1162/neco.1997.9.2.349			FEB 15 1997	1997																		0899-7667			WOS:A1997WF31200007		
J	Baxter, J; Bartlett, PL								Infinite-horizon policy-gradient estimation								JOURNAL OF ARTIFICIAL INTELLIGENCE RESEARCH				15				319	350					2001	2001																		1076-9757	1943-5037		WOS:000172202500001		
J	Baxter, J; Bartlett, PL; Weaver, L					Bartlett, Peter/0000-0002-8760-3140			Experiments with infinite-horizon, policy-gradient estimation								JOURNAL OF ARTIFICIAL INTELLIGENCE RESEARCH				15				351	381					2001	2001																		1076-9757	1943-5037		WOS:000172202600001		
J	Ben-Itzhak, Shay; Karniel, Amir				Karniel, Amir/F-2066-2012				Minimum acceleration criterion with constraints implies bang-bang control as an underlying principle for optimal trajectories of arm reaching movements								NEURAL COMPUTATION				20	3			779	812		10.1162/neco.2007.12-05-077			MAR 2008	2008																		0899-7667			WOS:000253045800008	18045017	
J	Benbrahim, H; Franklin, JA								Biped dynamic walking using reinforcement learning								ROBOTICS AND AUTONOMOUS SYSTEMS				22	3-4			283	302		10.1016/S0921-8890(97)00043-2			DEC 1997	1997																		0921-8890	1872-793X		WOS:000071744100007		
J	Flash, T; Hochner, B								Motor primitives in vertebrates and invertebrates								CURRENT OPINION IN NEUROBIOLOGY				15	6			660	666		10.1016/j.conb.2005.10.011			DEC 2005	2005																		0959-4388	1873-6882		WOS:000234167700007	16275056	
J	Fu, MC				Fu, Michael/N-4098-2013				Optimization for simulation: Theory vs. practice								INFORMS JOURNAL ON COMPUTING				14	3			192	215		10.1287/ijoc.14.3.192.113			SUM 2002	2002																		1091-9856			WOS:000177537400002		
J	Gibbs, AL; Su, FE								On choosing and bounding probability metrics								INTERNATIONAL STATISTICAL REVIEW				70	3			419	435		10.2307/1403865			DEC 2002	2002																		0306-7734			WOS:000179607900005		
J	GLYNN, PW								LIKELIHOOD RATIO GRADIENT ESTIMATION FOR STOCHASTIC-SYSTEMS								COMMUNICATIONS OF THE ACM				33	10			75	84		10.1145/84537.84552			OCT 1990	1990																		0001-0782			WOS:A1990EB71500014		
J	Greensmith, E; Bartlett, PL; Baxter, J					Bartlett, Peter/0000-0002-8760-3140			Variance reduction techniques for gradient estimates in reinforcement learning								JOURNAL OF MACHINE LEARNING RESEARCH				5				1471	1530					NOV 2004	2004																		1532-4435			WOS:000236328400004		
J	Guenter, Florent; Hersch, Micha; Calinon, Sylvain; Billard, Aude				Calinon, Sylvain/I-7606-2014				Reinforcement learning for imitating constrained reaching movements								ADVANCED ROBOTICS				21	13			1521	1544					2007	2007																		0169-1864	1568-5535		WOS:000251514100004		
J	GULLAPALLI, V; FRANKLIN, JA; BENBRAHIM, H								ACQUIRING ROBOT SKILLS VIA REINFORCEMENT LEARNING								IEEE CONTROL SYSTEMS MAGAZINE				14	1			13	24		10.1109/37.257890			FEB 1994	1994																		0272-1708			WOS:A1994PU93400006		
J	GULLAPALLI, V								A STOCHASTIC REINFORCEMENT LEARNING ALGORITHM FOR LEARNING REAL-VALUED FUNCTIONS								NEURAL NETWORKS				3	6			671	692		10.1016/0893-6080(90)90056-Q			1990	1990																		0893-6080			WOS:A1990EK59200006		
