PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
S	Atkeson, CG; Schaal, S			IEEE					Learning tasks from a single demonstration								1997 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION - PROCEEDINGS, VOLS 1-4		IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION						1706	1712					1997	1997						1997 IEEE International Conference on Robotics and Automation (ICRA97) - Teaming to Make an Impact1997 IEEE International Conference on Robotics and Automation (ICRA97) - Teaming to Make an Impact	APR 20-25, 1997APR 20-25, 1997	IEEE, Robot & Automat SocIEEE, Robot & Automat Soc	ALBUQUERQUE, NMALBUQUERQUE, NM									1050-4729		0-7803-3613-5	WOS:A1997BJ42X00271		
J	Atkeson, CG; Hale, JG; Pollick, F; Riley, M; Kotosaka, S; Schaal, S; Shibata, T; Tevatia, G; Ude, A; Vijayakumar, S; Kawato, M				Pollick, Frank/B-1971-2010; Pollick, Frank/F-3186-2011	Pollick, Frank/0000-0002-7212-4622			Using humanoid robots to study human behavior								IEEE INTELLIGENT SYSTEMS & THEIR APPLICATIONS				15	4			46	55		10.1109/5254.867912			JUL-AUG 2000	2000																		1094-7167			WOS:000088680000010		
J	Billard, A								Learning motor skills by imitation: A biologically inspired robotic model								CYBERNETICS AND SYSTEMS				32	1-2			155	193		10.1080/019697201300001849			JAN-MAR 2001	2001																		0196-9722	1087-6553		WOS:000166397300006		
S	Billard, A						Dautenhahn, K; Nehaniv, CL		Imitation: A means to enhance learning of a synthetic protolanguage in autonomous robots								IMITATION IN ANIMALS AND ARTIFACTS		FROM ANIMALS TO ANIMATS SERIES						281	310					2002	2002						Symposium on Imitation in Animals and ArtifactsSymposium on Imitation in Animals and Artifacts	APR 07-09, 1999APR 07-09, 1999	Soc Study Artificial Intelligence & Simulat BehavSoc Study Artificial Intelligence & Simulat Behav	EDINBURGH, SCOTLANDEDINBURGH, SCOTLAND									1089-4365		0-262-04203-7	WOS:000177476200011		
J	Billard, A; Dautenhahn, K								Grounding communication in autonomous robots: An experimental study								ROBOTICS AND AUTONOMOUS SYSTEMS				24	1-2			71	79		10.1016/S0921-8890(98)00023-2			AUG 31 1998	1998																		0921-8890			WOS:000077120300007		
J	BIZZI, E; MUSSAIVALDI, FA; GISZTER, S								COMPUTATIONS UNDERLYING THE EXECUTION OF MOVEMENT - A BIOLOGICAL PERSPECTIVE								SCIENCE				253	5017			287	291		10.1126/science.1857964			JUL 19 1991	1991																		0036-8075			WOS:A1991FX22400032	1857964	
S	Breazeal, C; Scassellati, B						Dautenhahn, K; Nehaniv, CL		Challenges in building robots that imitate people								IMITATION IN ANIMALS AND ARTIFACTS		FROM ANIMALS TO ANIMATS SERIES						363	390					2002	2002						Symposium on Imitation in Animals and ArtifactsSymposium on Imitation in Animals and Artifacts	APR 07-09, 1999APR 07-09, 1999	Soc Study Artificial Intelligence & Simulat BehavSoc Study Artificial Intelligence & Simulat Behav	EDINBURGH, SCOTLANDEDINBURGH, SCOTLAND									1089-4365		0-262-04203-7	WOS:000177476200014		
J	Byrne, Richard W.								Imitation without intentionality. Using string parsing to copy the organization of behaviour.								Animal Cognition				2	2			63	72		10.1007/s100710050025			June 1999	1999																		1435-9448			ZOOREC:ZOOR13600007863		
J	CARO, TM; HAUSER, MD								IS THERE TEACHING IN NONHUMAN ANIMALS								QUARTERLY REVIEW OF BIOLOGY				67	2			151	174		10.1086/417553			JUN 1992	1992																		0033-5770			WOS:A1992JA72300002	1635977	
S	Darrell, T; Pentland, A						Touretzky, DS; Mozer, MC; Hasselmo, ME		Active gesture recognition using learned visual attention								ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS 8: PROCEEDINGS OF THE 1995 CONFERENCE		ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS		8				858	864					1996	1996						9th Annual Conference on Neural Information Processing Systems (NIPS)9th Annual Conference on Neural Information Processing Systems (NIPS)	NOV 27-30, 1995NOV 27-30, 1995		DENVER, CODENVER, CO									1049-5258		0-262-20107-0	WOS:A1996BG45M00121		
J	Dautenhahn, K								Getting to know each other - Artificial social intelligence for autonomous robots								ROBOTICS AND AUTONOMOUS SYSTEMS				16	2-4			333	356		10.1016/0921-8890(95)00054-2			DEC 1995	1995																		0921-8890			WOS:A1995TM26500013		
