PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Brown, MPS; Grundy, WN; Lin, D; Cristianini, N; Sugnet, CW; Furey, TS; Ares, M; Haussler, D					Ares, Manny/0000-0002-2552-9168			Knowledge-based analysis of microarray gene expression data by using support vector machines								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				97	1			262	267		10.1073/pnas.97.1.262			JAN 4 2000	2000																		0027-8424			WOS:000084624500049	10618406	
J	Brusic, V; Rudy, G; Harrison, LC								MHCPEP, a database of MHC-binding peptides: update 1997								NUCLEIC ACIDS RESEARCH				26	1			368	371		10.1093/nar/26.1.368			JAN 1 1998	1998																		0305-1048			WOS:000071778900089	9399876	
J	Ding, CHQ; Dubchak, I								Multi-class protein fold recognition using support vector machines and neural networks								BIOINFORMATICS				17	4			349	358		10.1093/bioinformatics/17.4.349			APR 2001	2001																		1367-4803			WOS:000168325600008	11301304	
J	GRIBSKOV, M; MCLACHLAN, AD; EISENBERG, D					Gribskov, Michael/0000-0002-1718-0242			PROFILE ANALYSIS - DETECTION OF DISTANTLY RELATED PROTEINS								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				84	13			4355	4358		10.1073/pnas.84.13.4355			JUL 1987	1987																		0027-8424			WOS:A1987J070000002	3474607	
J	Gulukota, K; Sidney, J; Sette, A; DeLisi, C								Two complementary methods for predicting peptides binding major histocompatibility complex molecules								JOURNAL OF MOLECULAR BIOLOGY				267	5			1258	1267		10.1006/jmbi.1997.0937			APR 18 1997	1997																		0022-2836			WOS:A1997WU94200016	9150410	
J	Honeyman, MC; Brusic, V; Stone, NL; Harrison, LC								Neural network-based prediction of candidate T-cell epitopes								NATURE BIOTECHNOLOGY				16	10			966	969		10.1038/nbt1098-966			OCT 1998	1998																		1087-0156	1546-1696		WOS:000076323300034	9788355	
J	Hubbard, T; Barker, D; Birney, E; Cameron, G; Chen, Y; Clark, L; Cox, T; Cuff, J; Curwen, V; Down, T; Durbin, R; Eyras, E; Gilbert, J; Hammond, M; Huminiecki, L; Kasprzyk, A; Lehvaslaiho, H; Lijnzaad, P; Melsopp, C; Mongin, E; Pettett, R; Pocock, M; Potter, S; Rust, A; Schmidt, E; Searle, S; Slater, G; Smith, J; Spooner, W; Stabenau, A; Stalker, J; Stupka, E; Ureta-Vidal, A; Vastrik, I; Clamp, M				Hubbard, Tim/C-2567-2008; Eyras, Eduardo/A-1560-2010; Stupka, Elia/J-6279-2012; Eyras, Eduardo/L-1053-2014; Vastrik, Imre/C-2690-2009	Hubbard, Tim/0000-0002-1767-9318; Eyras, Eduardo/0000-0003-0793-6218; 			The Ensembl genome database project								NUCLEIC ACIDS RESEARCH				30	1			38	41		10.1093/nar/30.1.38			JAN 1 2002	2002																		0305-1048			WOS:000173077100008	11752248	
J	Lindahl, E; Elofsson, A				Lindahl, Erik/D-4590-2013	Lindahl, Erik/0000-0002-2734-2794; Elofsson, Arne/0000-0002-7115-9751			Identification of related proteins on family, superfamily and fold level								JOURNAL OF MOLECULAR BIOLOGY				295	3			613	625		10.1006/jmbi.1999.3377			JAN 21 2000	2000																		0022-2836			WOS:000085008900020	10623551	
J	Mamitsuka, H					Mamitsuka, Hiroshi/0000-0002-6607-5617			Predicting peptides that bind to MHC molecules using supervised learning of hidden Markov models								PROTEINS-STRUCTURE FUNCTION AND GENETICS				33	4			460	474		10.1002/(SICI)1097-0134(19981201)33:4<460::AID-PROT2>3.0.CO;2-M			DEC 1 1998	1998																		0887-3585			WOS:000077331500002	9849933	
J	MATTHEWS, BW								COMPARISON OF PREDICTED AND OBSERVED SECONDARY STRUCTURE OF T4 PHAGE LYSOZYME								BIOCHIMICA ET BIOPHYSICA ACTA				405	2			442	451		10.1016/0005-2795(75)90109-9			1975	1975																		0006-3002			WOS:A1975AU09000022	1180967	
