PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Barnard, EA; Skolnick, P; Olsen, RW; Mohler, H; Sieghart, W; Biggio, G; Braestrup, C; Bateson, AN; Langer, SZ				Sieghart, Werner/A-4877-2013	Sieghart, Werner/0000-0002-0443-0302			International Union of Pharmacology. XV. Subtypes of gamma-aminobutyric acid(A) receptors: Classification on the basis of subunit structure and receptor function								PHARMACOLOGICAL REVIEWS				50	2			291	313					JUN 1998	1998																		0031-6997			WOS:000074442300006	9647870	
J	Benes, FM								Evidence for altered trisynaptic circuitry in schizophrenic hippocampus								BIOLOGICAL PSYCHIATRY				46	5			589	599		10.1016/S0006-3223(99)00136-5			SEP 1 1999	1999						Conference on Schizophrenia - From Molecule to Public PolicyConference on Schizophrenia - From Molecule to Public Policy	OCT, 1998OCT, 1998	Soc Biol Psychiat; Eli Lilly & CoSoc Biol Psychiat; Eli Lilly & Co	SANTA FE, NEW MEXICOSANTA FE, NEW MEXICO									0006-3223			WOS:000082260700002	10472413	
J	Brambilla, P; Perez, J; Barale, F; Schettini, G; Soares, JC				brambilla, paolo/B-4184-2010	brambilla, paolo/0000-0002-4021-8456; BARALE, FRANCESCO/0000-0001-7820-6736			GABAergic dysfunction in mood disorders								MOLECULAR PSYCHIATRY				8	8			721	737		10.1038/sj.mp.4001362			2003	2003																		1359-4184			WOS:000184535600005	12888801	
J	Brandon, NJ; Jovanovic, JN; Moss, SJ								Multiple roles of protein kinases in the modulation of gamma-aminobutyric acid(A) receptor function and cell surface expression								PHARMACOLOGY & THERAPEUTICS				94	1-2			113	122	PII S0163-7258(02)00175-4	10.1016/S0163-7258(02)00175-4			APR-MAY 2002	2002																		0163-7258			WOS:000176741000007	12191597	
J	Buxbaum, JD; Silverman, JM; Smith, CJ; Greenberg, DA; Kilifarski, M; Reichert, J; Cook, EH; Fang, Y; Song, CY; Vitale, R					Buxbaum, Joseph/0000-0001-8898-8313			Association between a GABRB3 polymorphism and autism								MOLECULAR PSYCHIATRY				7	3			311	316		10.1038/sj/mp/4001011			2002	2002																		1359-4184			WOS:000174820800011	11920158	
J	Chen, Chao; Chen, Lixuan; Zou, Xiaoyong; Cai, Peixiang								Prediction of Protein Secondary Structure Content by Using the Concept of Chou's Pseudo Amino Acid Composition and Support Vector Machine								PROTEIN AND PEPTIDE LETTERS				16	1			27	31					JAN 2009	2009																		0929-8665			WOS:000263980100004	19149669	
J	Chen, Chih-Chieh; Hwang, Jenn-Kang; Yang, Jinn-Moon				Yang, Jinn-Moon/E-8287-2011				(PS)(2)-v2: template-based protein structure prediction server								BMC BIOINFORMATICS				10						366	10.1186/1471-2105-10-366			OCT 31 2009	2009																		1471-2105			WOS:000271765500001	19878598	
J	Chen, Hao; Kihara, Daisuke								Effect of using suboptimal alignments in template-based protein structure prediction								PROTEINS-STRUCTURE FUNCTION AND BIOINFORMATICS				79	1			315	334		10.1002/prot.22885			JAN 2011	2011																		0887-3585			WOS:000285884100025	21058297	
J	Chou, KC				Chou, Kuo-Chen/A-8340-2009				Modelling extracellular domains of GABA-A receptors: subtypes 1, 2, 3, and 5								BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS				316	3			636	642		10.1016/j.bbrc.2004.02.098			APR 9 2004	2004																		0006-291X			WOS:000220579200007	15033447	
J	Chou, KC				Chou, Kuo-Chen/A-8340-2009				Using amphiphilic pseudo amino acid composition to predict enzyme subfamily classes								BIOINFORMATICS				21	1			10	19		10.1093/bioinformatics/bth466			JAN 1 2005	2005																		1367-4803			WOS:000226188800003	15308540	
