PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Birbaumer, N; Ghanayim, N; Hinterberger, T; Iversen, I; Kotchoubey, B; Kubler, A; Perelmouter, J; Taub, E; Flor, H								A spelling device for the paralysed								NATURE				398	6725			297	298		10.1038/18581			MAR 25 1999	1999																		0028-0836			WOS:000079369600033	10192330	
J	Blanco, A; De la Fuente, E; Negro, C; Monte, MC; Tijero, J				Monte, M. Concepcion/F-3004-2016; Fuente, Elena/F-3774-2016; negro, carlos/F-3961-2016; Blanco, Angeles/P-1775-2016	Fuente, Elena/0000-0003-0421-4607; 			Focused beam reflectant measurement as a tool to measure flocculation								TAPPI JOURNAL				1	10			14	20					DEC 2002	2002																		0734-1415			WOS:000179567800003		
J	Blankertz, B; Dornhege, G; Schafer, C; Krepki, R; Kohlmorgen, J; Muller, KR; Kunzmann, V; Losch, F; Curio, G				Muller, Klaus/C-3196-2013				Boosting bit rates and error detection for the classification of fast-paced motor commands based on single-trial EEG analysis								IEEE TRANSACTIONS ON NEURAL SYSTEMS AND REHABILITATION ENGINEERING				11	2			127	131		10.1109/TNSRE.2003.814456			JUN 2003	2003						2nd International Meeting on the Brain-Computer Interfaces for Communication and Control2nd International Meeting on the Brain-Computer Interfaces for Communication and Control	JUN, 2002JUN, 2002		RENSSELAERVILLE, NYRENSSELAERVILLE, NY									1534-4320	1558-0210		WOS:000184382700007	12899253	
J	Dornhege, G; Blankertz, B; Curio, G; Muller, KR				Muller, Klaus/C-3196-2013				Boosting bit rates in noninvasive EEG single-trial classifications by feature combination and multiclass paradigms								IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING				51	6			993	1002		10.1109/TBME.2004.827088			JUN 2004	2004																		0018-9294			WOS:000221578000018	15188870	
J	FRIEDMAN, JH								REGULARIZED DISCRIMINANT-ANALYSIS								JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION				84	405			165	175		10.2307/2289860			MAR 1989	1989																		0162-1459			WOS:A1989U244700020		
J	Koles, ZJ; Soong, ACK								EEG source localization: implementing the spatio-temporal decomposition approach								ELECTROENCEPHALOGRAPHY AND CLINICAL NEUROPHYSIOLOGY				107	5			343	352		10.1016/S0013-4694(98)00084-4			NOV 1998	1998																		0013-4694			WOS:000077715700006	9872437	
J	Leuthardt, Eric C.; Schalk, Gerwin; Wolpaw, Jonathan R.; Ojemann, Jeffrey G.; Moran, Daniel W.					Ojemann, Jeffrey/0000-0001-7580-8934			A brain-computer interface using electrocorticographic signals in humans								JOURNAL OF NEURAL ENGINEERING				1	2			63	71	PII S1741-2560(04)76526-X	10.1088/1741-2560/1/2/001			JUN 2004	2004																		1741-2560	1741-2552		WOS:000209671700001	15876624	
J	Levine, SP; Huggins, JE; BeMent, SL; Kushwaha, RK; Schuh, LA; Rohde, MM; Passaro, EA; Ross, DA; Elisevich, KV; Smith, BJ				Huggins, Jane/C-2442-2012	Huggins, Jane/0000-0001-8709-4350			A direct brain interface based on event-related potentials								IEEE TRANSACTIONS ON REHABILITATION ENGINEERING				8	2			180	185		10.1109/86.847809			JUN 2000	2000																		1063-6528			WOS:000087976700004	10896180	
J	McFarland, DJ; Sarnacki, WA; Wolpaw, JR								Brain-computer interface (BCI) operation: optimizing information transfer rates								BIOLOGICAL PSYCHOLOGY				63	3			237	251		10.1016/S0301-0511(03)00073-5			JUL 2003	2003																		0301-0511			WOS:000184624500002	12853169	
S	Mika, S; Ratsch, G; Weston, J; Scholkopf, B; Smola, A; Muller, KR				Ratsch, Gunnar/B-8182-2009; Scholkopf, Bernhard/A-7570-2013		Solla, SA; Leen, TK; Muller, KR		Invariant feature extraction and classification in kernel spaces								ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS 12		ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS		12				526	532					2000	2000						13th Annual Conference on Neural Information Processing Systems (NIPS)13th Annual Conference on Neural Information Processing Systems (NIPS)	NOV 29-DEC 04, 1999NOV 29-DEC 04, 1999		COCO									1049-5258		0-262-19450-3	WOS:000165048700075		
