PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Artis, M; Ayuso, M; Guillen, M				Guillen, Montserrat/E-1407-2011; Ayuso, Mercedes/G-8930-2015	Guillen, Montserrat/0000-0002-2644-6268; Ayuso, Mercedes/0000-0001-6127-4572			Modelling different types of automobile insurance fraud behaviour in the Spanish market								INSURANCE MATHEMATICS & ECONOMICS				24	1-2			67	81		10.1016/S0167-6687(98)00038-9			MAR 31 1999	1999						1st Insurance Mathemathics and Economics Conference1st Insurance Mathemathics and Economics Conference	AUG 25-27, 1997AUG 25-27, 1997		AMSTERDAM, NETHERLANDSAMSTERDAM, NETHERLANDS									0167-6687			WOS:000088110300007		
J	Barao, MI; Tawn, JA				Barao, Isabel/H-7772-2013	Barao, Isabel/0000-0003-3102-4745			Extremal analysis of short series with outliers: sea-levels and athletics records								JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS				48				469	487		10.1111/1467-9876.00166			1999	1999																		0035-9254			WOS:000083762200004		
J	Brockett, PL; Xia, XH; Derrig, RA								Using Kohonen's self-organizing feature map to uncover automobile bodily injury claims fraud								JOURNAL OF RISK AND INSURANCE				65	2			245	274		10.2307/253535			JUN 1998	1998																		0022-4367			WOS:000075731000003		
J	Buyse, M; George, SL; Evans, S; Geller, NL; Ranstam, J; Scherrer, B; Lesaffre, E; Murray, G; Edler, L; Hutton, J; Colton, T; Lachenbruch, P; Verma, BL		ISCB Subcommittee Fraud		Ranstam, Jonas/A-4386-2009	Ranstam, Jonas/0000-0002-8287-7273			The role of biostatistics in the prevention, detection and treatment of fraud in clinical trials								STATISTICS IN MEDICINE				18	24			3435	3451		10.1002/(SICI)1097-0258(19991230)18:24<3435::AID-SIM365>3.3.CO;2-F			DEC 30 1999	1999						Joint Meeting of the International-Society-for-Clinical-Biostatistics/Society-for-Clinical-TrialsJoint Meeting of the International-Society-for-Clinical-Biostatistics/Society-for-Clinical-Trials	JUL 07-10, 1997JUL 07-10, 1997	Int Soc Clin Biostatist; Soc Clin TrialInt Soc Clin Biostatist; Soc Clin Trial	BOSTON, MABOSTON, MA									0277-6715	1097-0258		WOS:000084716400008	10611617	
J	Chan, PK; Fan, W; Prodromidis, AL; Stolfo, SJ					Chan, Philip/0000-0002-3878-4205			Distributed data mining in credit card fraud detection								IEEE INTELLIGENT SYSTEMS & THEIR APPLICATIONS				14	6			67	74		10.1109/5254.809570			NOV-DEC 1999	1999																		1094-7167			WOS:000084159600016		
J	CHHIKARA, RS; MCKEON, J								LINEAR DISCRIMINANT-ANALYSIS WITH MISALLOCATION IN TRAINING SAMPLES								JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION				79	388			899	906		10.2307/2288722			1984	1984																		0162-1459	1537-274X		WOS:A1984TW42600018		
J	CLARK, AJL; LAVENDER, PM; BESSER, GM; REES, LH								PRO-OPIOMELANOCORTIN MESSENGER-RNA SIZE HETEROGENEITY IN ACTH-DEPENDENT CUSHINGS-SYNDROME								JOURNAL OF MOLECULAR ENDOCRINOLOGY				2	1			3	9					JAN 1989	1989																		0952-5041			WOS:A1989R878200001	2765113	
J	Cox, KC; Eick, SG; Wills, GJ; Brachman, RJ								Visual data mining: Recognizing telephone calling fraud								DATA MINING AND KNOWLEDGE DISCOVERY				1	2			225	231		10.1023/A:1009740009307			1997	1997																		1384-5810			WOS:000072406100005		
J	Dorronsoro, JR; Ginel, F; Sanchez, C; Cruz, CS				Dorronsoro, Jose/F-4210-2012	Dorronsoro, Jose/0000-0002-5271-0616			Neural fraud detection in credit card operations								IEEE TRANSACTIONS ON NEURAL NETWORKS				8	4			827	834		10.1109/72.595879			MAY 1997	1997																		1045-9227			WOS:A1997XG30300002	18255686	
J	Fawcett, T; Provost, F								Adaptive fraud detection								DATA MINING AND KNOWLEDGE DISCOVERY				1	3			291	316		10.1023/A:1009700419189			NOV 1997	1997																		1384-5810	1573-756X		WOS:000072406200004		
