PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Andrade, MA; O'Donoghue, SI; Rost, B				Andrade, Miguel/B-6565-2008; O'Donoghue, Sean/A-9522-2012	Andrade, Miguel/0000-0001-6650-1711; O'Donoghue, Sean/0000-0001-9520-6623			Adaptation of protein surfaces to subcellular location								JOURNAL OF MOLECULAR BIOLOGY				276	2			517	525		10.1006/jmbi.1997.1498			FEB 20 1998	1998																		0022-2836			WOS:000072215700018	9512720	
J	Bairoch, A; Apweiler, R					Bairoch, Amos/0000-0003-2826-6444			The SWISS-PROT protein sequence database and its supplement TrEMBL in 2000								NUCLEIC ACIDS RESEARCH				28	1			45	48		10.1093/nar/28.1.45			JAN 1 2000	2000																		0305-1048			WOS:000084896300012	10592178	
J	Cai, YD; Liu, XJ; Xu, XB; Chou, KC				Chou, Kuo-Chen/A-8340-2009				Support vector machines for prediction of protein subcellular location by incorporating quasi-sequence-order effect								JOURNAL OF CELLULAR BIOCHEMISTRY				84	2			343	348		10.1002/jcb.10030			2002	2002																		0730-2312			WOS:000172911000014	11787063	
J	Cedano, J; Aloy, P; PerezPons, JA; Querol, E								Relation between amino acid composition and cellular location of proteins								JOURNAL OF MOLECULAR BIOLOGY				266	3			594	600		10.1006/jmbi.1996.0804			FEB 28 1997	1997																		0022-2836			WOS:A1997WL60600009	9067612	
J	Chou, KC; Cai, YD				Chou, Kuo-Chen/A-8340-2009	cai, yudong/0000-0001-5664-7979			Using functional domain composition and support vector machines for prediction of protein subcellular location								JOURNAL OF BIOLOGICAL CHEMISTRY				277	48			45765	45769		10.1074/jbc.M204161200			NOV 29 2002	2002																		0021-9258			WOS:000179529300008	12186861	
J	Chou, KC; Elrod, DW				Chou, Kuo-Chen/A-8340-2009				Protein subcellular location prediction								PROTEIN ENGINEERING				12	2			107	118		10.1093/protein/12.2.107			FEB 1999	1999																		0269-2139			WOS:000079066100004	10195282	
J	Chou, KC				Chou, Kuo-Chen/A-8340-2009				Prediction of protein cellular attributes using pseudo-amino acid composition								PROTEINS-STRUCTURE FUNCTION AND GENETICS				43	3			246	255		10.1002/prot.1035			MAY 15 2001	2001																		0887-3585			WOS:000168218900002	11288174	
J	Duan, K; Keerthi, SS; Poo, AN				Poo, Aun Neow/F-7595-2010				Evaluation of simple performance measures for tuning SVM hyperparameters								NEUROCOMPUTING				51				41	59	PII S0925-2312(02)00601-X	10.1016/S0925-2312(02)00601-X			APR 2003	2003																		0925-2312			WOS:000181912600003		
J	Emanuelsson, O; Nielsen, H; Brunak, S; von Heijne, G				Nielsen, Henrik/D-4128-2011; von Heijne, Gunnar/F-5576-2011	Nielsen, Henrik/0000-0002-9412-9643; von Heijne, Gunnar/0000-0002-4490-8569			Predicting subcellular localization of proteins based on their N-terminal amino acid sequence								JOURNAL OF MOLECULAR BIOLOGY				300	4			1005	1016		10.1006/jmbi.2000.3903			JUL 21 2000	2000																		0022-2836	1089-8638		WOS:000088508500026	10891285	
J	Emanuelsson, O; Nielsen, H; Von Heijne, G				Nielsen, Henrik/D-4128-2011; von Heijne, Gunnar/F-5576-2011	Nielsen, Henrik/0000-0002-9412-9643; von Heijne, Gunnar/0000-0002-4490-8569			ChloroP, a neural network-based method for predicting chloroplast transit peptides and their cleavage sites								PROTEIN SCIENCE				8	5			978	984					MAY 1999	1999																		0961-8368			WOS:000080109000004	10338008	
