PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Asada, M; Noda, S; Tawaratsumida, S; Hosoda, K								Purposive behavior acquisition for a real robot by vision-based reinforcement learning								MACHINE LEARNING				23	2-3			279	303		10.1023/A:1018237008823			MAY-JUN 1996	1996																		0885-6125			WOS:A1996UV95500007		
J	Beer, RD				X, Simon/F-4678-2011				The dynamics of active categorical perception in an evolved model agent								ADAPTIVE BEHAVIOR				11	4			209	243		10.1177/1059712303114001			2003	2003						4th International Conference on Simulation of Adaptive Behavior4th International Conference on Simulation of Adaptive Behavior	SEP 09-13, 1996SEP 09-13, 1996		Cape Cod, MACape Cod, MA									1059-7123			WOS:000220921000001		
J	COHN, D; ATLAS, L; LADNER, R								IMPROVING GENERALIZATION WITH ACTIVE LEARNING								MACHINE LEARNING				15	2			201	221		10.1023/A:1022673506211			MAY 1994	1994																		0885-6125			WOS:A1994NU00100005		
J	Cohn, DA; Ghahramani, Z; Jordan, MI								Active learning with statistical models								JOURNAL OF ARTIFICIAL INTELLIGENCE RESEARCH				4				129	145					1996	1996																		1076-9757	1943-5037		WOS:A1996UD02900001		
J	Collobert, R; Bengio, S								SVMTorch: Support vector machines for large-scale regression problems								JOURNAL OF MACHINE LEARNING RESEARCH				1	2			143	160		10.1162/15324430152733142			SPR 2001	2001																		1532-4435			WOS:000173336800003		
J	Dayan, P; Balleine, BW								Reward, motivation, and reinforcement learning								NEURON				36	2			285	298		10.1016/S0896-6273(02)00963-7			OCT 10 2002	2002																		0896-6273	1097-4199		WOS:000178554700008	12383782	
J	Denzler, J; Brown, CM								Information theoretic sensor data selection for active object recognition and, state estimation								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				24	2			145	157		10.1109/34.982896			FEB 2002	2002																		0162-8828			WOS:000173535700001		
S	Dignum, F; Conte, R						Singh, MP; Rao, A; Wooldridge, MJ		Intentional agents and goal formation								INTELLIGENT AGENTS IV: AGENT THEORIES, ARCHITECTURES, AND LANGUAGES		LECTURE NOTES IN ARTIFICIAL INTELLIGENCE		1365				231	243					1998	1998						4th International Workshop on Intelligent Agents - Agent Theories, Architectures, and Languages (ATAL 97)4th International Workshop on Intelligent Agents - Agent Theories, Architectures, and Languages (ATAL 97)	JUL 24-26, 1997JUL 24-26, 1997		PROVIDENCE, RHODE ISLANDPROVIDENCE, RHODE ISLAND									0302-9743		3-540-64162-9	WOS:000078629100019		
J	Doya, K; Samejima, K; Katagiri, K; Kawato, M				Doya, Kenji/B-5841-2015	Doya, Kenji/0000-0002-2446-6820			Multiple model-based reinforcement learning								NEURAL COMPUTATION				14	6			1347	1369		10.1162/089976602753712972			JUN 2002	2002																		0899-7667			WOS:000175214500007	12020450	
J	ELMAN, JL				Elman, Jeffrey/A-9858-2008	Elman, Jeffrey/0000-0002-8072-2294			LEARNING AND DEVELOPMENT IN NEURAL NETWORKS - THE IMPORTANCE OF STARTING SMALL								COGNITION				48	1			71	99		10.1016/0010-0277(93)90058-4			JUL 1993	1993																		0010-0277			WOS:A1993LV22600003	8403835	
J	Herrmann, JM; Pawelzik, K; Geisel, T								Learning predictive representations								NEUROCOMPUTING				32				785	791		10.1016/S0925-2312(00)00245-9			JUN 2000	2000						8th Annual Computational Neurosciences Meeting (CNS 99)8th Annual Computational Neurosciences Meeting (CNS 99)	JUL, 1999JUL, 1999		PITTSBURGH, PAPITTSBURGH, PA									0925-2312	1872-8286		WOS:000087897800106		
J	Horvitz, JC								Mesolimbocortical and nigrostriatal dopamine responses to salient non-reward events								NEUROSCIENCE				96	4			651	656		10.1016/S0306-4522(00)00019-1			2000	2000																		0306-4522			WOS:000086204000001	10727783	
J	Kakade, S; Dayan, P								Dopamine: generalization and bonuses								NEURAL NETWORKS				15	4-6			549	559	PII S0893-6080(02)00048-5	10.1016/S0893-6080(02)00048-5			JUN-JUL 2002	2002																		0893-6080	1879-2782		WOS:000178083500007	12371511	
